Repository,DaysOpen,IssueCount,PrCount,CommitCount,AverageIssueCountPerDay,AveragePrCountPerDay,AverageCommitCountPerDay,DefaultBranchName,Languages
bcrs-template-ui,485,2,1,14,0,0,0.03,master,Groovy_TypeScript_CSS_Vue_JavaScript_HTML
EDUC-COURSE-ACHIEVEMENT-UI,479,2,11,34,0,0.02,0.07,master,Vue_JavaScript_HTML_Dockerfile
zevtesthello,478,2,3,3,0,0.01,0.01,master,JavaScript_Groovy_Shell_Dockerfile_Python
diputils,475,13,2,169,0.03,0,0.36,master,Python_C++_Shell_R_C_HTML
nr-arch,470,7,5,196,0.01,0.01,0.42,master,SCSS_HTML_Ruby_JavaScript
aporeto-demo-project,468,2,4,37,0,0.01,0.08,master,
wqg_data,464,87,3,212,0.19,0.01,0.46,master,R
maltd,464,3,189,703,0.01,0.41,1.51,master,C#_JavaScript_CSS_Dockerfile_HTML_Shell
cap-information,462,2,12,16,0,0.03,0.03,master,
rsbc-dmf,461,1,19,5,0,0.04,0.01,master,
EDUC-curricdrpl,460,2,4,127,0,0.01,0.28,master,PHP_Twig_JavaScript_CSS_SCSS_Less_HTML_Shell
devops-credential-issuer,460,7,21,82,0.02,0.05,0.18,master,Shell_Groovy_HTML_JavaScript
moh-iam,457,3,4,173,0.01,0.01,0.38,master,FreeMarker_Java_CSS_PHP_JavaScript_HTML
GDX-Analytics-Looker-CMSLite-Metadata,457,2,13,49,0,0.03,0.11,master,LookML
family-law-act-app,456,1,199,1283,0,0.44,2.81,master,HTML_Vue_Python_TypeScript_Shell_SCSS_JavaScript_Dockerfile_Groovy
wps,454,698,214,263,1.53,0.47,0.58,main,Python_TypeScript_Shell_Gherkin_Dockerfile_Makefile_HTML_CSS_JavaScript_Mako
hosted-application-logging-performance-aggregation-services,453,2,6,40,0,0.01,0.09,master,
common-components-wiki,453,2,43,98,0,0.09,0.22,master,Ruby
common-logging,450,2,20,65,0,0.04,0.14,master,JavaScript_Groovy
cas-helm,449,2,13,79,0,0.03,0.18,master,Smarty_Shell_Dockerfile
openshift-launchpad,449,2,40,7,0,0.09,0.02,master,
gwater-report,448,6,4,66,0.01,0.01,0.15,master,R
wps-api,448,47,90,90,0.1,0.2,0.2,main,Python_Shell_Gherkin_HTML_Makefile_Dockerfile_Mako
wps-web,448,5,171,147,0.01,0.38,0.33,main,TypeScript_Shell_JavaScript_Groovy_HTML_CSS_Dockerfile
cap-eagle-traffic-runner,447,2,7,21,0,0.02,0.05,master,Shell_Dockerfile
cas-airflow,447,2,66,338,0,0.15,0.75,develop,Python_Mustache_Shell_Dockerfile
moh-middleware-test,447,2,2,2,0,0,0,master,Java
bcstats_ohcs_craigslist,446,17,1,337,0.04,0,0.75,master,Python_C++_C_R_Shell
jag-instrumentation,446,2,20,67,0,0.04,0.15,master,Python_PowerShell_Dockerfile
business-schemas,446,2,55,127,0,0.12,0.28,master,Python_Makefile_Shell
EDUC-SERVICES-CARD-API,443,2,19,135,0,0.04,0.3,master,Java_Shell_Dockerfile
aries-vcr-api-draft,436,1,0,0,0,0,0,,
healthgateproxy,435,2,13,71,0,0.03,0.16,master,JavaScript
EDUC-PEN-DEMOG-API,435,3,20,158,0.01,0.05,0.36,master,Java_Shell_Dockerfile
business-filings-ui,434,2,194,982,0,0.45,2.26,main,TypeScript_Vue_Groovy_SCSS_JavaScript_Makefile_HTML_Dockerfile_Shell
RSBC-DataHub-API,433,3,73,570,0.01,0.17,1.31,master,Python_HTML_JavaScript_Groovy_TSQL_Dockerfile_Shell
jag-justin-courtlist-api,433,2,7,35,0,0.02,0.08,master,Java_XSLT
jag-ecrc,433,2,415,1946,0,0.96,4.49,master,JavaScript_Java_CSS_Dockerfile_HTML_Shell
Wetland_SkeenaESI_Monitoring,428,3,3,38,0.01,0.01,0.09,master,R
bcsc-sample-client,427,2,3,8,0,0.01,0.02,master,Java_HTML_CSS_JavaScript
cloud-adoption-patterns-II,427,3,3,7,0.01,0.01,0.02,master,
cloud-pathfinder,427,794,7,44,1.86,0.02,0.1,master,HTML_Python_Dockerfile
cloud-pathfinder-business-process,427,207,1,3,0.48,0,0.01,master,
python_beginning,426,2,14,42,0,0.03,0.1,master,Jupyter Notebook_Python
intro-to-r,426,2,2,52,0,0,0.12,master,
dipr,425,6,6,23,0.01,0.01,0.05,master,R
metadata-curator,422,2,66,300,0,0.16,0.71,develop,JavaScript_Vue_HCL_Shell_Smarty_HTML_Python_Dockerfile_CSS
nr-team-zero,419,2,1,6,0,0,0.01,master,
citz-imb-sp-collectionnavigation,419,2,4,8,0,0.01,0.02,main,JavaScript_HTML_TypeScript_CSS
openshift-launchpad-fe-vue,418,2,3,7,0,0.01,0.02,master,JavaScript_Vue_HTML_Dockerfile_Shell
openshift-launchpad-be-node,418,2,9,6,0,0.02,0.01,master,JavaScript_Dockerfile
openshift-launchpad-fe-react,418,2,6,8,0,0.01,0.02,master,JavaScript_Dockerfile_HTML_CSS
openshift-launchpad-be-python,418,2,2,6,0,0,0.01,master,Python_Dockerfile_Mako
citz-imb-sp-peoplepicker,415,2,3,21,0,0.01,0.05,master,JavaScript_CSS_TypeScript_HTML
elucidate,414,2,2,61,0,0,0.15,main,R
EDUC-HUB,413,2,2,15,0,0,0.04,master,C#_HTML_Shell_CSS_JavaScript
EDUC-PROMETHEUS-GRAFANA,412,2,8,65,0,0.02,0.16,master,
openshift-launchpad-deployment,411,2,9,30,0,0.02,0.07,master,Makefile_Shell_Dockerfile
helm-charts,408,2,14,303,0,0.03,0.74,master,Python_Mustache_Smarty_Shell
EDUC-REPORT-API,408,2,29,78,0,0.07,0.19,main,Java
workbc-sdd-map,406,1,1,2,0,0,0,master,
a2a-trust-over-ip-configurations,405,2,48,154,0,0.12,0.38,master,Shell_Groovy_JavaScript_HTML
citz-imb-sp-batchrestapi,405,2,3,6,0,0.01,0.01,master,JavaScript_HTML_CSS
common-components-catalogue,404,2,24,29,0,0.06,0.07,master,JavaScript_CSS_Dockerfile_HTML
foi-report-download,404,2,34,139,0,0.08,0.34,master,JavaScript_Vue_HTML_Shell
common-services-team-library,401,3,12,43,0.01,0.03,0.11,master,JavaScript_Shell_Dockerfile
zeebe-camunda,401,1,1,2,0,0,0,master,Java_Go_Groovy_Shell_Scala_HTML_Dockerfile
bcgov-python-presentations,401,2,3,40,0,0.01,0.1,master,Jupyter Notebook_Python_Shell
cloud-guardrails,401,0,1,143,0,0,0.36,master,JavaScript
CC_Biodiversity_Refugia,400,2,1,6,0,0,0.01,master,R
GDX-Analytics-Looker-FOI,400,2,8,27,0,0.02,0.07,master,LookML
platform-services-status,400,5,32,160,0.01,0.08,0.4,master,Ruby_HTML
cas-shelf,394,2,23,37,0.01,0.06,0.09,master,Shell_HCL_JavaScript_Makefile_Go_Dockerfile
citz-imb-sp-utilities,394,6,9,130,0.02,0.02,0.33,master,JavaScript_CSS
HADF-Overview,393,8,58,293,0.02,0.15,0.74,master,Ruby
bctw-api,392,3,5,355,0.01,0.01,0.9,master,TypeScript_JavaScript_Dockerfile_Shell
openshift-notifications,391,3,15,9,0.01,0.04,0.02,master,JavaScript_Shell_CSS_HTML
bctw-ui,391,3,7,395,0.01,0.02,1.01,master,TypeScript_Pug_JavaScript_SCSS_HTML_Shell_CSS
gdx-covid-19-dashboard,391,2,16,39,0.01,0.04,0.1,develop,TypeScript_HTML_CSS_Shell_JavaScript_Dockerfile
covid19,389,27,2,5,0.07,0.01,0.01,master,
epr,388,24,13,13,0.06,0.03,0.03,master,Python_TypeScript_Dockerfile_HTML_Makefile_Shell_CSS
EDUC-RULE-ENGINE-API,387,2,53,103,0.01,0.14,0.27,main,Java_Dockerfile
cascade_border_data,386,3,1,15,0.01,0,0.04,master,HTML
spa-text-service,385,2,2,14,0.01,0.01,0.04,master,JavaScript
common-hosted-form-service,385,2,160,752,0.01,0.41,1.95,master,JavaScript_Vue_TypeScript_HTML_Groovy_SCSS_Shell
EDUC-LOAD-TEST,385,2,8,25,0.01,0.02,0.06,master,JavaScript
InvasivesBC-iOS,384,6,34,138,0.02,0.09,0.36,master,Swift_Shell_Ruby
enhanced-travel-screening,380,4,145,154,0.01,0.38,0.4,master,JavaScript_Makefile_Shell_Dockerfile_HTML
bctw-db,380,3,2,40,0.01,0.01,0.11,master,PLpgSQL_Dockerfile
ts-rs-modis-snow-perc-norm,379,3,2,17,0.01,0.01,0.04,master,R
bcrs-charts,378,2,3,8,0.01,0.01,0.02,master,Shell_Smarty
essential-services-delivery,378,9,95,354,0.02,0.25,0.93,master,Shell_HTML_Groovy_JavaScript
vc-visual-verifier,374,3,9,31,0.01,0.02,0.08,master,Python_Shell_HTML_Dockerfile
dts-esr-demo,373,2,21,34,0.01,0.06,0.09,master,Vue_TypeScript_HTML_JavaScript_Dockerfile_SCSS
dts-safe-entry-demo,373,2,16,39,0.01,0.04,0.1,master,Vue_TypeScript_Shell_HTML_JavaScript_Dockerfile_SCSS
namex-synonyms-api-py-client,371,3,11,12,0.01,0.03,0.03,master,Python_Shell
EDUC-STUDENT-PROFILE-API,371,2,36,149,0.01,0.1,0.4,master,Java_Shell_Dockerfile
forum-api,371,2,6,19,0.01,0.02,0.05,master,JavaScript_Shell_Dockerfile_HTML
ds-intro-to-r-2-day,371,10,24,288,0.03,0.06,0.77,master,R
Foreign-Farm-Workers-Permitting-System,369,0,53,148,0,0.14,0.4,master,JavaScript_Makefile_HTML_Shell_Dockerfile
EDUC-STUDENT-PROFILE-EMAIL-API,369,3,23,175,0.01,0.06,0.47,master,Java_Shell_Dockerfile
test-123,369,2,1,1,0.01,0,0,master,
silviculture-ipc,367,1,115,488,0,0.31,1.33,master,JavaScript_Vue_Groovy_HTML_CSS
secure-image-app,366,7,8,780,0.02,0.02,2.13,master,Kotlin_Swift_JavaScript_HTML_CSS_Smarty_Shell_Ruby_Dockerfile
EDUC-STUDENT-PROFILE,366,2,88,358,0.01,0.24,0.98,master,JavaScript_Vue_Shell_HTML_CSS_Dockerfile
platform-services-registry,365,231,152,714,0.63,0.42,1.95,master,HTML_TypeScript_JavaScript_PLpgSQL_Dockerfile_Shell
supreme-court-viewer,363,2,159,755,0.01,0.44,2.08,master,C#_Vue_RAML_TypeScript_Shell_SCSS_Dockerfile_JavaScript_HTML
EDUC-STUDENT-PROFILE-SAGA-API,363,3,36,204,0.01,0.1,0.56,master,Java_Shell_Dockerfile
bowron-ssn-openstars,358,4,0,5,0.01,0,0.01,master,R
servicescard-selfservice,358,4,6,23,0.01,0.02,0.06,master,
jag-pcss,356,2,32,78,0.01,0.09,0.22,master,Java_Dockerfile
indy-tails-server,356,10,7,48,0.03,0.02,0.13,master,Python_Shell
moh-eRx,355,2,37,337,0.01,0.1,0.95,dev,C#_JavaScript_Shell_Dockerfile
jag-bcsc-auth-service,355,3,12,39,0.01,0.03,0.11,master,Java_Dockerfile
forms-flow-ai,355,0,17,237,0,0.05,0.67,master,JavaScript_Python_Java_SCSS_CSS_Shell_HTML_Dockerfile_Mako
supreme-court-viewer-configurations,353,2,11,46,0.01,0.03,0.13,master,Shell_Groovy
sdpr-orbeon,352,1,2,6,0,0.01,0.02,master,
data-publication,352,5,24,312,0.01,0.07,0.88,master,SCSS_Ruby
platform-ops-argo-poc,351,8,5,3,0.02,0.01,0.01,master,
dormant-site-reclamation-program,350,2,60,1603,0.01,0.17,4.57,develop,Python_JavaScript_Groovy_SCSS_PLpgSQL_Shell_Makefile_Dockerfile_HTML
CITZ-IMB-playbook,349,8,14,203,0.02,0.04,0.58,master,SCSS_HTML_Ruby_JavaScript
CITZ-IMB-Capstone2020,349,2,72,269,0.01,0.21,0.77,master,JavaScript_Groovy_HTML_CSS_Shell_Dockerfile
moh-fpincome,349,2,76,276,0.01,0.22,0.79,master,TypeScript_HTML_SCSS_JavaScript_Dockerfile_Shell
common-forms-toolkit,343,2,168,594,0.01,0.49,1.73,master,JavaScript_Vue_HTML_Groovy_Shell_SCSS_Dockerfile
service-analytics-guide,343,2,2,5,0.01,0.01,0.01,master,CSS
moh-keycloak-user-management,337,6,60,198,0.02,0.18,0.59,master,Java_Vue_JavaScript_CSS_HTML_SCSS_Shell
sae-docs-bridge,336,2,10,3,0.01,0.03,0.01,master,JavaScript_Dockerfile_Shell
nr-dell-objectstore_admin,335,1,2,13,0,0.01,0.04,master,Python
site-status-checker,335,2,5,34,0.01,0.01,0.1,master,Shell
jag-vips-client,335,2,32,66,0.01,0.1,0.2,master,Java
EDUC-SERVICES-CARD-SAGA-API,335,1,2,10,0,0.01,0.03,master,Java_Shell
startup-sample-project,331,3,41,157,0.01,0.12,0.47,master,JavaScript_HCL_Makefile_Shell_PowerShell_Dockerfile_HTML
STUDENTSUCCESS-V2.0,330,2,8,82,0.01,0.02,0.25,master,Vue_JavaScript_HTML_Shell
Wetlands_OperationalFactors_SkeenaEastESI,329,1,1,48,0,0,0.15,master,Python
violation-dispute-form,329,2,99,1021,0.01,0.3,3.1,master,HTML_TypeScript_Python_Shell_SCSS_JavaScript_Dockerfile
embc-eaf,328,2,59,171,0.01,0.18,0.52,develop,C#_TypeScript_HTML_SCSS_Shell_JavaScript_Dockerfile_Batchfile
s2i-caddy-nodejs,328,2,3,12,0.01,0.01,0.04,master,Shell_Dockerfile_Makefile_HTML
containerization-and-cloud-economic-model,325,4,12,15,0.01,0.04,0.05,master,Vue_JavaScript_SCSS_Shell_HTML
semantic_infer,324,2,3,27,0.01,0.01,0.08,master,JavaScript
jag-rsbc-digital-forms-vips-integration,323,2,126,373,0.01,0.39,1.15,master,Java_Gherkin_Shell_Dockerfile
jag-file-submission,320,16,1868,7064,0.05,5.82,22.01,master,Java_JavaScript_Gherkin_SCSS_Shell_HTML_Dockerfile_CSS_Ruby
cas-notebooks,317,2,3,2,0.01,0.01,0.01,master,Jupyter Notebook_Shell_Makefile
bcregistry,316,2,1,2,0.01,0,0.01,main,
IRIS,316,14,1,1,0.04,0,0,master,
Protected-Area-Wetland-Assessment-By-Assessment-Area,316,1,1,14,0,0,0.04,master,Python
community-air-quality-reports,315,2,1,9,0.01,0,0.03,master,R
EDUC-EDNET,313,3,3,92,0.01,0.01,0.29,master,CSS_JavaScript_Twig_SCSS_PHP
figma,310,13,2,17,0.04,0.01,0.05,master,
labour-force-survey-digest,304,10,8,151,0.03,0.03,0.5,master,R
nr-mals,302,2,139,372,0.01,0.46,1.23,master,JavaScript_PLpgSQL_Batchfile_SCSS_TypeScript_Shell_HTML_Dockerfile
cloud-iac,300,2,3,3,0.01,0.01,0.01,master,HCL
mobile-signing-service,299,17,14,685,0.06,0.05,2.28,master,JavaScript_CSS_Groovy_Shell_HTML_Dockerfile
nr-alm-ops,296,1,9,21,0,0.03,0.07,master,Shell_JavaScript_Dockerfile_Python_PowerShell_HCL
namex-payment-api-py-client,295,3,2,3,0.01,0.01,0.01,dev,Python_Shell
bcwebmaps-options,290,7,21,548,0.02,0.07,1.89,master,SCSS_HTML_Ruby_JavaScript
moh-plr-fhir,281,3,1,35,0.01,0,0.12,master,GLSL_Batchfile_Shell_CSS_HTML
CIT,279,3,660,2289,0.01,2.37,8.2,develop,Python_JavaScript_HCL_CSS_SCSS_Shell_HTML_Dockerfile
moh-hnclient-v2-PoC,279,3,9,49,0.01,0.03,0.18,master,Java_Batchfile
react-shared-components,274,15,392,802,0.05,1.43,2.92,master,JavaScript_CSS_Shell
EDUC-PEN-REG-BATCH-API,273,3,154,599,0.01,0.56,2.19,master,Java_Shell_Dockerfile
spring-boot-starters,273,4,23,99,0.01,0.08,0.36,master,Java
Digital-Support-Team-Guidelines,272,4,1,9,0.01,0,0.03,master,
tutorials,268,0,1,19654,0,0,73.08,master,Java_JavaScript_CSS_HTML_TypeScript_Kotlin_Groovy_AspectJ_Shell_FreeMarker_RAML_ANTLR_TSQL_Scala_Python_Dockerfile_Gherkin_HCL_Batchfile_C++_PLpgSQL_Clojure_Starlark_Smarty_XSLT_Rich Text Format_Thrift_CLIPS_R
EDUC-PEN-MATCH-API,266,3,35,264,0.01,0.13,0.99,master,Java_Shell_Dockerfile
smk-tradebc,264,3,4,2,0.01,0.02,0.01,master,
epi.branch.sim,258,8,2,91,0.03,0.01,0.35,main,R
Watershed_SkeenaESI_Monitoring,257,3,1,3,0.01,0,0.01,master,R
workbc-small-grants,254,3,16,263,0.01,0.06,1.03,master,JavaScript_HTML_SCSS
bcdc-smk,254,3,71,223,0.01,0.28,0.88,dev,Python_CSS_HTML_Dockerfile_JavaScript
CE_RipDist_AddingFireInsect,253,1,1,33,0,0,0.13,master,Python
orgbook-api,253,2,9,82,0.01,0.04,0.32,main,
Technology-Code-of-Practice,251,0,1,26,0,0,0.1,master,
jag-isb-splunk-chatops,247,3,55,123,0.01,0.22,0.5,main,Java_JavaScript_HTML_Dockerfile_CSS_Shell
EDUC-forms,246,3,2,36,0.01,0.01,0.15,master,JavaScript_PHP_HTML_Shell
business-edit-ui,244,2,173,452,0.01,0.71,1.85,main,TypeScript_Vue_Groovy_SCSS_Makefile_JavaScript_HTML_Dockerfile_Shell
vue-shared-components,244,4,152,245,0.02,0.62,1,master,Vue_JavaScript_CSS_HTML
smk-cli,244,43,17,242,0.18,0.07,0.99,master,JavaScript_HTML_CSS_Shell
gwa-cli,243,6,21,156,0.02,0.09,0.64,master,JavaScript_TypeScript
api-serv-gw,241,3,2,1,0.01,0.01,0,master,
bcrs-shared-components,239,3,52,169,0.01,0.22,0.7,master,TypeScript_Vue_SCSS_JavaScript_CSS
citz-imb-sp-projectIntakeForm,238,3,3,13,0.01,0.01,0.05,master,TypeScript_HTML_CSS_JavaScript
agri-nmp-msa,238,3,3,55,0.01,0.01,0.23,master,JavaScript_Java_SCSS_Groovy_Shell_HTML
workbc-wage-subsidy,233,3,32,306,0.01,0.14,1.31,master,JavaScript_HTML_SCSS
hcap,231,0,343,333,0,1.48,1.44,master,JavaScript_Makefile_Shell_Dockerfile_HTML
EDUC-PEN-DEMOG-MIGRATION-API,229,3,6,131,0.01,0.03,0.57,master,Java_Shell_Dockerfile
entity-selection-tool,223,3,5,267,0.01,0.02,1.19,master,Vue_Groovy_JavaScript_HTML
moh-iam-kong-keycloak,223,0,1,10,0,0,0.04,master,Dockerfile
sheriff-scheduling,223,3,94,1141,0.01,0.42,5.12,master,C#_Vue_SCSS_TypeScript_Shell_RAML_Dockerfile_JavaScript_HTML
biohubbc,218,6,244,216,0.03,1.11,0.99,dev,TypeScript_JavaScript_Shell_Dockerfile_Makefile_PLpgSQL_SCSS_Python_HTML
biohubbc-common-codes,218,4,16,31,0.02,0.07,0.14,dev,TypeScript_PLpgSQL_JavaScript_Makefile_Dockerfile_HTML_Shell_CSS
jason-test-123,218,3,1,26,0.01,0,0.12,master,
MD10A1_MSLP_LDA,218,3,1,28,0.01,0,0.13,master,R_TeX_Python
bcmoh-iam-integration-guide,218,3,1,35,0.01,0,0.16,master,Shell
sheriff-scheduling-configurations,216,3,30,102,0.01,0.14,0.47,master,Shell_Groovy_Dockerfile
ensemble-app-CMIP5,216,1,1,10,0,0,0.05,master,R_CSS_JavaScript
parks-adventure-mobile,216,3,47,234,0.01,0.22,1.08,integration,JavaScript
invasivesbc,215,389,314,356,1.8,1.45,1.65,dev,TypeScript_JavaScript_Makefile_Shell_Dockerfile_Swift_SCSS_Java_CSS_HTML_Ruby
GDX-Analytics-Looker-DES-Reporting,215,3,11,31,0.01,0.05,0.14,master,LookML
moh-iam-kong-plugin,213,3,1,25,0.01,0,0.12,master,Lua_Shell
Interactive_topic_modeling,209,3,3,8,0.01,0.01,0.04,master,
GCS_update,206,4,2,13,0.02,0.01,0.06,main,R
vue-scaffold,205,5,11,82,0.02,0.05,0.4,master,JavaScript_Vue_Groovy_SCSS_HTML_Shell
EDUC-MSDYN-COMMON,205,3,1,3,0.01,0,0.01,master,
EDUC-PEN-SERVICES-API,205,3,46,200,0.01,0.22,0.98,master,Java_Shell_Dockerfile
bcrs-testing,204,3,5,7,0.01,0.02,0.03,master,Python_TypeScript_JavaScript_Shell_Makefile
FNDFAS,203,0,2,23,0,0.01,0.11,master,R_HTML_CSS
pssg-cscp-vsu,197,3,60,215,0.02,0.3,1.09,development,TypeScript_HTML_C#_SCSS_JavaScript_Shell_Groovy_CSS
EDUC-STUDENT-COURSE_API,197,3,52,108,0.02,0.26,0.55,main,Java
gwa-api,197,4,22,251,0.02,0.11,1.27,dev,Python_Shell_Dockerfile_HTML
EDUC-STUDENT-ASSESSMENT-API,197,3,25,59,0.02,0.13,0.3,main,Java
EDUC-GRAD-TOOLS,196,3,12,37,0.02,0.06,0.19,main,Java
EDUC-PEN-REG-AUTOMATION,196,3,0,172,0.02,0,0.87,main,JavaScript_Dockerfile
GDX-Analytics-Looker-Maintenance,196,3,9,32,0.02,0.05,0.16,master,LookML
EDUC-GRAD-STUDENT-API,190,3,78,164,0.02,0.41,0.86,main,Java_Dockerfile
EDUC-GRAD-ADMIN,188,3,2,426,0.02,0.01,2.26,master,Vue_JavaScript_HTML_CSS
MOH-MSP-Enrolment,187,3,29,271,0.02,0.15,1.44,main,TypeScript_HTML_JavaScript_SCSS_Dockerfile_Shell
whse_2_agol,187,16,2,8,0.09,0.01,0.04,main,
EDUC-GRAD-COURSE-API,184,3,27,66,0.02,0.15,0.36,main,Java
issuer-kit-demo-verifier-chat,184,6,22,80,0.03,0.12,0.43,main,TypeScript_HTML_JavaScript_SCSS_Shell_Groovy_Dockerfile
MoH-SAT,184,3,369,724,0.02,2.01,3.93,main,Apex_JavaScript_HTML_CSS_ObjectScript_Batchfile_Shell
ddm-documents,183,3,1,4,0.02,0.01,0.02,main,
BGC3D,183,1,1,11,0.01,0.01,0.06,main,R_CSS_JavaScript
ClimateApp_FLP,183,1,1,3,0.01,0.01,0.02,main,R_CSS_JavaScript
nr-designer-erstudio,182,3,1,5,0.02,0.01,0.03,main,Python_Batchfile
EDUC-GRAD-SANDBOX-REPO,182,3,2,18,0.02,0.01,0.1,main,Java_Dockerfile
EDUC-GRAD-ASSESSMENT-API,181,3,19,44,0.02,0.1,0.24,main,Java
von-bc-registries-audit,177,1,1,1,0.01,0.01,0.01,master,Python
EDUC-GRAD-PROGRAM-MANAGEMENT-API,175,3,45,95,0.02,0.26,0.54,main,Java
EDUC-GRAD-ALGORITHM-API,174,3,104,196,0.02,0.59,1.12,main,Java_Dockerfile
jag-document-utils,173,3,63,197,0.02,0.36,1.13,main,Java_Dockerfile
EDUC-GRAD-SCHOOL-API,170,3,36,69,0.02,0.21,0.4,main,Java
patroni-postgres-container,170,4,3,19,0.02,0.02,0.11,master,Shell_Dockerfile
EDUC-GRAD-PSI-API,167,3,14,27,0.02,0.08,0.16,main,Java
smk-fap-bcfls,167,3,13,31,0.02,0.08,0.18,dev,HTML_Dockerfile_CSS_JavaScript
smk-fap-fcb,167,3,98,375,0.02,0.58,2.23,dev,HTML_Dockerfile_CSS_JavaScript
smk-fap-stcb,167,3,17,29,0.02,0.1,0.17,dev,HTML_Dockerfile_CSS_JavaScript
geoserver_build,166,6,2,7,0.04,0.01,0.04,main,
EDUC-GRAD-CODE-API,162,3,36,82,0.02,0.22,0.5,main,Java
ofi-tools,162,3,10,70,0.02,0.06,0.43,dev,CSS_Vue_HTML_Dockerfile_JavaScript_Shell
court-interpreter-scheduling,160,3,104,118,0.02,0.65,0.73,dev,TypeScript_Makefile_JavaScript_HCL_Shell_CSS_Dockerfile_HTML
tracks,160,4,12,22,0.02,0.07,0.14,main,TypeScript_Go_SCSS_JavaScript_Dockerfile_HTML_Shell
tracks-devops,160,4,2,27,0.02,0.01,0.17,main,Shell_Dockerfile
jag-pci-gateway,160,3,66,76,0.02,0.41,0.47,main,Java_Dockerfile_Gherkin
Wetland_Summary,154,3,1,3,0.02,0.01,0.02,main,R
sbc-maximus-services,154,3,1,50,0.02,0.01,0.32,main,JavaScript_Shell
mines-digital-trust,154,4,43,89,0.03,0.28,0.58,develop,Java_Vue_Python_JavaScript_Shell_Smarty_Dockerfile_SCSS_Handlebars_HTML
EDUC-GRAD-GRADUATION-STATUS-API,149,3,41,78,0.02,0.27,0.52,main,Java
cmip6-BC,148,12,9,60,0.08,0.06,0.4,main,HTML_R_CSS_JavaScript
EDUC-GRAD-GRADUATION-API,148,3,54,107,0.02,0.36,0.72,main,Java
EDUC-GRAD-COMMON-API,148,3,43,77,0.02,0.29,0.52,main,Java
moh-bcer,146,3,12,54,0.02,0.08,0.37,main,TypeScript_JavaScript_Makefile_CSS_SCSS_HTML_Shell_Dockerfile
EDUC-SCHOOL-API,145,3,5,26,0.02,0.03,0.18,master,Java_Shell_Dockerfile
SSAF_FFH_Summary,145,1,1,48,0.01,0.01,0.33,main,R
safepaths,142,5,1,20,0.04,0.01,0.14,main,R
pssg-cscp-cpu,140,3,23,57,0.02,0.16,0.4,development,C#_TypeScript_HTML_CSS_SCSS_Shell_Groovy_JavaScript_Dockerfile_Batchfile
crt,140,4,348,8,0.03,2.47,0.06,master,
EDUC-SLD-API,140,3,14,43,0.02,0.1,0.31,main,Java_Shell_Dockerfile
EDUC-PEN-TRAX-API,140,3,2,13,0.02,0.01,0.09,master,Java_Shell_Dockerfile
jag-lrb-web,138,3,33,120,0.02,0.24,0.86,main,PHP_JavaScript_CSS_Twig_HTML_Shell_SCSS_Groovy_Dockerfile
NotifyBC,136,11,16,1070,0.08,0.12,7.83,main,TypeScript_Vue_JavaScript_Shell_Smarty_EJS_HTML_Dockerfile
SIMS,135,253,106,142,1.86,0.78,1.04,main,TypeScript_Vue_Makefile_JavaScript_HTML_Dockerfile_Shell
moh-maid,132,3,122,545,0.02,0.92,4.1,main,
cas-airflow-upstream,128,0,4,11303,0,0.03,87.7,master,Python_Shell_HTML_Dockerfile_JavaScript_CSS_HCL_Jupyter Notebook_Mako
climate-disturbances,128,0,8,65,0,0.06,0.51,main,R
nr-fom-admin,126,2,11,63,0.02,0.09,0.5,master,TypeScript_HTML_SCSS_JavaScript_PowerShell_Dockerfile
aps-portal,125,2,12,540,0.02,0.1,4.29,dev,TypeScript_JavaScript_HTML_CSS_Dockerfile
nr-fom-public,125,2,12,77,0.02,0.1,0.61,master,TypeScript_SCSS_HTML_JavaScript_PowerShell_Dockerfile
nr-fom-api,125,2,49,206,0.02,0.39,1.64,master,JavaScript_TypeScript_Mustache_Shell_PowerShell_Dockerfile
MOH-AOP-OOP,124,2,126,530,0.02,1.01,4.24,main,Vue_JavaScript_TypeScript_HTML_CSS_Shell
bc-data-literacy-self-assessment,124,0,1,124,0,0.01,0.99,master,JavaScript_CSS_HTML
streamflow-indicator,122,2,1,8,0.02,0.01,0.07,main,
ccsummary-tahltan,113,2,1,2,0.02,0.01,0.02,main,R_CSS_JavaScript
MOH-BCP-Enrolment,106,2,12,61,0.02,0.11,0.57,main,TypeScript_JavaScript_HTML_SCSS_Shell_Dockerfile
moh-hnclient-v2,105,2,11,44,0.02,0.1,0.42,main,Java
moh-hni-esb,105,2,6,38,0.02,0.06,0.36,main,Java
ccsummary-FLP,105,2,1,9,0.02,0.01,0.09,main,R_CSS_JavaScript
jag-traffic-courts-online,104,2,109,535,0.02,1.04,5.1,main,TypeScript_C#_HTML_SCSS_Dockerfile_Shell_Java_JavaScript_Gherkin
jag-trafficcourts-partner,104,2,2,1,0.02,0.02,0.01,main,
jag-trafficcourts-api,104,2,2,1,0.02,0.02,0.01,main,
rocketchat,104,2,2,128,0.02,0.02,1.22,master,JavaScript_Shell_CSS_HTML_EJS_Dockerfile
moh-external-api-protocol-mapper,102,2,1,15,0.02,0.01,0.15,main,Java
performance,99,183,2,32,1.83,0.02,0.32,master,PHP_Blade_Shell_Dockerfile
citz-imb-sp-aar,99,2,1,1,0.02,0.01,0.01,main,
PSP,99,2,1,7,0.02,0.01,0.07,master,
