"repository","owner","name_with_owner","url","homepage_url","description","stars","forks","disk_usage","is_fork","is_mirror","is_private","is_archived","is_template","has_issues_enabled","has_projects_enabled","has_wiki_enabled","merge_commit_allowed","rebase_merge_allowed","squash_merge_allowed","created_at","updated_at","pushed_at"
"agri-nmp-msa","bcgov","bcgov/agri-nmp-msa","https://github.com/bcgov/agri-nmp-msa","","NMP ARM Mapping","1","1","8552","false","false","false","false","false","true","true","true","true","true","true","2020-08-27T15:49:48Z","2020-12-07T09:35:29Z","2020-12-07T09:35:26Z"
"workbc-wage-subsidy","bcgov","bcgov/workbc-wage-subsidy","https://github.com/bcgov/workbc-wage-subsidy","","WorkBC intake form for Wage Subsidy.","0","1","1145","false","false","false","false","false","true","true","true","true","true","true","2020-08-31T22:44:34Z","2021-04-30T22:31:25Z","2021-05-01T01:39:11Z"
"hcap","bcgov","bcgov/hcap","https://github.com/bcgov/hcap","","Application supporting access to the Health Career Access Program (HCAP) for employers and participants.","0","0","5500","false","false","false","false","false","false","false","false","false","false","true","2020-09-03T16:57:34Z","2021-05-07T20:59:48Z","2021-05-07T23:25:42Z"
"EDUC-PEN-DEMOG-MIGRATION-API","bcgov","bcgov/EDUC-PEN-DEMOG-MIGRATION-API","https://github.com/bcgov/EDUC-PEN-DEMOG-MIGRATION-API","","","1","0","250","false","false","false","false","false","true","true","true","true","true","true","2020-09-04T19:21:27Z","2021-05-06T17:53:43Z","2021-05-06T17:53:41Z"
"entity-selection-tool","bcgov","bcgov/entity-selection-tool","https://github.com/bcgov/entity-selection-tool","","","0","1","995","false","false","false","false","false","true","true","true","true","true","true","2020-09-10T23:38:50Z","2021-04-15T13:35:55Z","2021-04-15T13:35:52Z"
"moh-iam-kong-keycloak","bcgov","bcgov/moh-iam-kong-keycloak","https://github.com/bcgov/moh-iam-kong-keycloak","","A proof of concept securing HNI services behind Kong integrated with Keycloak.","0","0","17","false","false","false","true","false","false","false","true","true","true","true","2020-09-11T02:58:15Z","2020-10-07T20:55:30Z","2020-10-07T20:54:37Z"
"sheriff-scheduling","bcgov","bcgov/sheriff-scheduling","https://github.com/bcgov/sheriff-scheduling","","Sheriff Scheduling","0","4","3415","false","false","false","false","false","true","true","true","true","true","true","2020-09-11T16:14:52Z","2021-04-08T17:32:22Z","2021-04-17T12:36:04Z"
"biohubbc","bcgov","bcgov/biohubbc","https://github.com/bcgov/biohubbc","https://apps.nrs.gov.bc.ca/int/confluence/pages/viewpage.action?pageId=75599180","The source of BC’s species inventory data","3","2","7350","false","false","false","false","false","true","false","true","false","false","true","2020-09-15T20:24:29Z","2021-05-07T22:13:29Z","2021-05-07T22:13:29Z"
"biohubbc-common-codes","bcgov","bcgov/biohubbc-common-codes","https://github.com/bcgov/biohubbc-common-codes","","","0","0","1689","false","false","false","false","false","true","true","true","false","false","true","2020-09-15T20:25:11Z","2020-12-21T20:56:40Z","2021-04-20T02:22:52Z"
"jason-test-123","bcgov","bcgov/jason-test-123","https://github.com/bcgov/jason-test-123","","This repo can be deleted. Created by Jason Leach.","0","0","32","false","false","false","false","false","true","true","true","true","true","true","2020-09-15T21:25:30Z","2020-10-16T15:52:50Z","2020-09-15T23:08:58Z"
"MD10A1_MSLP_LDA","bcgov","bcgov/MD10A1_MSLP_LDA","https://github.com/bcgov/MD10A1_MSLP_LDA","","","0","0","90","false","false","false","false","false","true","true","true","true","true","true","2020-09-15T21:39:46Z","2021-04-15T19:27:29Z","2021-04-15T19:27:27Z"
"bcmoh-iam-integration-guide","bcgov","bcgov/bcmoh-iam-integration-guide","https://github.com/bcgov/bcmoh-iam-integration-guide","","draft Integration guide for the identity and access management service from the BC Ministry of Health ","0","1","1148","false","false","false","false","false","true","true","true","true","true","true","2020-09-16T15:47:45Z","2021-01-04T19:36:48Z","2021-01-04T19:34:09Z"
"sheriff-scheduling-configurations","bcgov","bcgov/sheriff-scheduling-configurations","https://github.com/bcgov/sheriff-scheduling-configurations","","OpenShift configurations for Sheriff Scheduling","0","3","234","false","false","false","false","false","true","true","true","true","true","true","2020-09-17T18:33:39Z","2021-04-17T12:26:02Z","2021-04-17T12:26:02Z"
"ensemble-app-CMIP5","bcgov","bcgov/ensemble-app-CMIP5","https://github.com/bcgov/ensemble-app-CMIP5","https://bcgov-env.shinyapps.io/ensemble-app-CMIP5/","An R shiny app to assist ClimateBC users with model and scenario selection for regional climate change analysis.","1","0","12717","false","false","false","false","false","true","true","true","true","true","true","2020-09-18T16:18:09Z","2021-04-21T23:17:31Z","2021-01-12T22:39:11Z"
"parks-adventure-mobile","bcgov","bcgov/parks-adventure-mobile","https://github.com/bcgov/parks-adventure-mobile","","BC Parks Adventure Mobile","2","2","11970","false","false","false","false","false","true","true","true","true","true","true","2020-09-18T17:18:42Z","2021-03-15T20:38:00Z","2021-03-16T22:42:17Z"
"invasivesbc","bcgov","bcgov/invasivesbc","https://github.com/bcgov/invasivesbc","","Inventory and database repository for the creation, treatment, and report on BC Invasive plants and animals.","5","4","14789","false","false","false","false","false","true","true","true","false","false","true","2020-09-18T17:38:05Z","2021-05-06T22:42:49Z","2021-05-05T21:07:39Z"
"GDX-Analytics-Looker-DES-Reporting","bcgov","bcgov/GDX-Analytics-Looker-DES-Reporting","https://github.com/bcgov/GDX-Analytics-Looker-DES-Reporting","","","0","0","27","false","false","false","false","false","true","true","true","true","true","true","2020-09-19T01:58:18Z","2021-01-08T00:03:49Z","2021-04-06T20:57:51Z"
"moh-iam-kong-plugin","bcgov","bcgov/moh-iam-kong-plugin","https://github.com/bcgov/moh-iam-kong-plugin","","A proof-of-concept JWT validation plugin for Kong API Gateway.","0","0","73","false","false","false","true","false","true","true","true","true","true","true","2020-09-21T16:48:50Z","2021-01-04T19:46:03Z","2021-01-04T19:41:25Z"
"Interactive_topic_modeling","bcgov","bcgov/Interactive_topic_modeling","https://github.com/bcgov/Interactive_topic_modeling","","The purpose of this project to analyze open-ended survey comments using natural language processing techniques and Rshiny. This project was completed as part of a capstone project by UBC-MDS students in partnership with the BC Stats, the provincial government of Brtish Columbia.","1","1","2389","false","false","false","false","false","true","true","true","true","true","true","2020-09-24T21:55:06Z","2020-09-25T18:45:01Z","2020-09-28T23:59:26Z"
"GCS_update","bcgov","bcgov/GCS_update","https://github.com/bcgov/GCS_update","","R code for processing underlying files for the GeoCoding Selfservice (GCS) shiny app","0","0","48","false","false","false","false","false","true","true","true","true","true","true","2020-09-28T16:30:31Z","2021-02-17T01:33:49Z","2021-02-17T01:33:47Z"
"vue-scaffold","bcgov","bcgov/vue-scaffold","https://github.com/bcgov/vue-scaffold","","A Clean Vue Keycloak Scaffold","0","2","934","false","false","false","false","true","true","false","false","true","true","true","2020-09-28T19:56:35Z","2021-04-21T18:44:23Z","2021-04-21T18:44:20Z"
"EDUC-MSDYN-COMMON","bcgov","bcgov/EDUC-MSDYN-COMMON","https://github.com/bcgov/EDUC-MSDYN-COMMON","","Ministry of Education shared MS Dynamics Common Components","0","0","123","false","false","false","false","false","true","true","true","true","true","true","2020-09-28T20:36:49Z","2021-01-04T16:14:43Z","2021-01-04T16:11:25Z"
"EDUC-PEN-SERVICES-API","bcgov","bcgov/EDUC-PEN-SERVICES-API","https://github.com/bcgov/EDUC-PEN-SERVICES-API","","contains validation logic for pen requests","1","0","523","false","false","false","false","false","true","true","true","true","true","true","2020-09-29T17:16:45Z","2021-05-07T01:45:38Z","2021-05-07T01:45:35Z"
"bcrs-testing","bcgov","bcgov/bcrs-testing","https://github.com/bcgov/bcrs-testing","","","1","5","546","false","false","false","false","false","true","true","true","true","true","true","2020-09-29T23:05:29Z","2020-11-25T22:49:55Z","2021-03-19T22:25:30Z"
"FNDFAS","bcgov","bcgov/FNDFAS","https://github.com/bcgov/FNDFAS","","","0","0","162","false","false","false","false","false","true","true","true","true","true","true","2020-09-30T17:57:45Z","2021-04-30T17:25:26Z","2021-04-30T17:25:23Z"
"pssg-cscp-vsu","bcgov","bcgov/pssg-cscp-vsu","https://github.com/bcgov/pssg-cscp-vsu","","","0","2","1176","false","false","false","false","false","true","true","true","true","true","true","2020-10-06T21:06:00Z","2021-04-28T18:51:54Z","2021-04-28T18:51:51Z"
"EDUC-STUDENT-COURSE_API","bcgov","bcgov/EDUC-STUDENT-COURSE_API","https://github.com/bcgov/EDUC-STUDENT-COURSE_API","","Student course registry API","0","0","166","false","false","false","false","false","true","true","true","true","true","true","2020-10-07T16:41:12Z","2021-04-22T19:45:48Z","2021-04-29T17:33:55Z"
"gwa-api","bcgov","bcgov/gwa-api","https://github.com/bcgov/gwa-api","","Gateway Admin API for self-service of Kong configuration, ACL management and BCDC Catalog updates for API metadata","3","1","286","false","false","false","false","false","true","true","true","true","true","true","2020-10-07T16:41:56Z","2021-03-16T17:08:08Z","2021-05-04T15:41:50Z"
"EDUC-STUDENT-ASSESSMENT-API","bcgov","bcgov/EDUC-STUDENT-ASSESSMENT-API","https://github.com/bcgov/EDUC-STUDENT-ASSESSMENT-API","","Student Assessments API","0","0","127","false","false","false","false","false","true","true","true","true","true","true","2020-10-07T17:15:02Z","2021-05-06T22:43:10Z","2021-05-06T22:43:07Z"
"EDUC-GRAD-TOOLS","bcgov","bcgov/EDUC-GRAD-TOOLS","https://github.com/bcgov/EDUC-GRAD-TOOLS","","Student exam api","0","0","76","false","false","false","false","false","true","true","true","true","true","true","2020-10-07T17:33:33Z","2021-04-20T20:35:33Z","2021-04-15T02:14:40Z"
"EDUC-PEN-REG-AUTOMATION","bcgov","bcgov/EDUC-PEN-REG-AUTOMATION","https://github.com/bcgov/EDUC-PEN-REG-AUTOMATION","","","1","0","631","false","false","false","false","false","true","true","true","true","true","true","2020-10-07T20:54:32Z","2021-04-30T20:36:36Z","2021-04-30T20:36:33Z"
"GDX-Analytics-Looker-Maintenance","bcgov","bcgov/GDX-Analytics-Looker-Maintenance","https://github.com/bcgov/GDX-Analytics-Looker-Maintenance","","GDX Analytics Looker block for maintenance schema explores","0","0","29","false","false","false","false","false","true","true","true","true","true","true","2020-10-07T21:28:31Z","2021-04-28T20:50:47Z","2021-04-28T20:50:54Z"
"EDUC-GRAD-STUDENT-API","bcgov","bcgov/EDUC-GRAD-STUDENT-API","https://github.com/bcgov/EDUC-GRAD-STUDENT-API","","Student Demographics API for GRAD team","0","1","200","false","false","false","false","false","true","true","true","true","true","true","2020-10-13T20:21:24Z","2021-04-25T23:41:49Z","2021-04-27T09:20:39Z"
"EDUC-GRAD-ADMIN","bcgov","bcgov/EDUC-GRAD-ADMIN","https://github.com/bcgov/EDUC-GRAD-ADMIN","","Admin UI for Graduation Records and Assessment Data (GRAD)","0","1","24659","false","false","false","false","false","true","true","true","true","true","true","2020-10-15T20:06:11Z","2021-05-07T22:55:17Z","2021-05-07T22:55:15Z"
"MOH-MSP-Enrolment","bcgov","bcgov/MOH-MSP-Enrolment","https://github.com/bcgov/MOH-MSP-Enrolment","","OpenShift4 MOH MSP Enrolment Application  (to replace MyGovBC-MSP)","1","1","8209","false","false","false","false","false","true","true","true","true","true","true","2020-10-16T18:22:11Z","2021-04-15T16:53:02Z","2021-04-15T16:52:59Z"
"whse_2_agol","bcgov","bcgov/whse_2_agol","https://github.com/bcgov/whse_2_agol","","Project structure for managing whse_2_agol activities.","0","0","13","false","false","false","false","false","true","true","true","true","true","true","2020-10-16T21:09:17Z","2021-01-15T20:26:59Z","2021-01-15T20:26:56Z"
"EDUC-GRAD-COURSE-API","bcgov","bcgov/EDUC-GRAD-COURSE-API","https://github.com/bcgov/EDUC-GRAD-COURSE-API","","Course API for GRAD Team","0","0","148","false","false","false","false","false","true","true","true","true","true","true","2020-10-19T20:38:17Z","2021-05-05T19:06:37Z","2021-05-05T19:06:35Z"
"issuer-kit-demo-verifier-chat","bcgov","bcgov/issuer-kit-demo-verifier-chat","https://github.com/bcgov/issuer-kit-demo-verifier-chat","","Issuer Kit Demo Verifier Chat","1","4","844","false","false","false","false","false","true","true","true","true","true","true","2020-10-19T20:43:34Z","2021-04-15T10:16:06Z","2021-04-09T19:20:26Z"
"MoH-SAT","bcgov","bcgov/MoH-SAT","https://github.com/bcgov/MoH-SAT","","PharmaCare Special Authority Transformation","0","3","10042","false","false","false","false","false","true","true","true","true","true","true","2020-10-20T16:48:16Z","2021-05-07T20:59:45Z","2021-05-07T20:59:42Z"
"ddm-documents","bcgov","bcgov/ddm-documents","https://github.com/bcgov/ddm-documents","","A repository to host DDM team documents.","0","0","7","false","false","false","false","false","true","true","true","true","true","true","2020-10-20T18:41:16Z","2020-10-20T18:51:34Z","2020-11-03T02:13:44Z"
"BGC3D","bcgov","bcgov/BGC3D","https://github.com/bcgov/BGC3D","https://bcgov-env.shinyapps.io/BGC3D/","A shiny app for visualizing biogeoclimatic units in 3D climate space","1","0","24873","false","false","false","false","false","true","true","true","true","true","true","2020-10-20T21:30:15Z","2021-02-20T16:47:50Z","2021-02-20T16:47:47Z"
"ClimateApp_FLP","bcgov","bcgov/ClimateApp_FLP","https://github.com/bcgov/ClimateApp_FLP","https://colinmahony.shinyapps.io/BGCproj-App-Pilot/","A working prototype of an climate change data viz app to support Forest Landscape Planning","1","0","21329","false","false","false","false","false","true","true","true","true","true","true","2020-10-20T21:44:34Z","2020-11-17T23:32:47Z","2020-10-20T21:56:39Z"
"nr-designer-erstudio","bcgov","bcgov/nr-designer-erstudio","https://github.com/bcgov/nr-designer-erstudio","","Repo for supporting migration from Designer to ER Studio","0","1","96","false","false","false","false","false","true","true","true","true","true","true","2020-10-21T22:20:39Z","2021-01-03T19:16:28Z","2021-01-03T19:16:26Z"
"EDUC-GRAD-SANDBOX-REPO","bcgov","bcgov/EDUC-GRAD-SANDBOX-REPO","https://github.com/bcgov/EDUC-GRAD-SANDBOX-REPO","","A sandbox repo for the EDUC GRAD team for developmental purpose.","0","0","139","false","false","false","false","false","true","true","true","true","true","true","2020-10-22T16:58:40Z","2021-04-15T02:11:09Z","2021-04-15T02:11:07Z"
"EDUC-GRAD-ASSESSMENT-API","bcgov","bcgov/EDUC-GRAD-ASSESSMENT-API","https://github.com/bcgov/EDUC-GRAD-ASSESSMENT-API","","Assessment API for GRAD Team","0","0","88","false","false","false","false","false","true","true","true","true","true","true","2020-10-23T17:23:08Z","2021-05-07T19:56:51Z","2021-05-07T19:56:48Z"
"von-bc-registries-audit","bcgov","bcgov/von-bc-registries-audit","https://github.com/bcgov/von-bc-registries-audit","","Audit scripts for aries vcr/orgbook and bc registries issuer","0","1","70","false","false","false","false","false","true","true","true","true","true","true","2020-10-27T16:13:37Z","2021-04-26T19:44:14Z","2021-04-26T19:44:11Z"
"EDUC-GRAD-PROGRAM-MANAGEMENT-API","bcgov","bcgov/EDUC-GRAD-PROGRAM-MANAGEMENT-API","https://github.com/bcgov/EDUC-GRAD-PROGRAM-MANAGEMENT-API","","Manages the various programs and rules for GRAD team","0","0","153","false","false","false","false","false","true","true","true","true","true","true","2020-10-28T19:26:35Z","2021-05-05T19:12:00Z","2021-05-05T19:11:58Z"
"EDUC-GRAD-ALGORITHM-API","bcgov","bcgov/EDUC-GRAD-ALGORITHM-API","https://github.com/bcgov/EDUC-GRAD-ALGORITHM-API","","The API to run the grad algorithm for a student","0","0","247","false","false","false","false","false","true","true","true","true","true","true","2020-10-29T19:15:48Z","2021-05-07T23:00:20Z","2021-05-07T23:00:17Z"
"jag-document-utils","bcgov","bcgov/jag-document-utils","https://github.com/bcgov/jag-document-utils","","Justice Sector PDF Merge Microservice integration with Adobe Experience Manager","2","1","3619","false","false","false","false","false","true","true","true","true","true","true","2020-10-30T21:08:16Z","2021-03-08T23:02:04Z","2021-04-27T18:02:35Z"
"EDUC-GRAD-SCHOOL-API","bcgov","bcgov/EDUC-GRAD-SCHOOL-API","https://github.com/bcgov/EDUC-GRAD-SCHOOL-API","","API to get School details for GRAD team","0","0","111","false","false","false","false","false","true","true","true","true","true","true","2020-11-02T17:53:57Z","2021-05-05T19:13:40Z","2021-05-05T19:13:38Z"
"patroni-postgres-container","bcgov","bcgov/patroni-postgres-container","https://github.com/bcgov/patroni-postgres-container","","Patroni Postgres container based of the oficial Postgres images from Docker Hub","0","6","44","false","false","false","false","false","true","true","true","true","true","true","2020-11-02T19:03:33Z","2021-03-09T00:23:37Z","2021-03-09T00:23:34Z"
"EDUC-GRAD-PSI-API","bcgov","bcgov/EDUC-GRAD-PSI-API","https://github.com/bcgov/EDUC-GRAD-PSI-API","","API to get PSI information for GRAD Team","0","0","58","false","false","false","false","false","true","true","true","true","true","true","2020-11-05T21:40:20Z","2021-05-05T19:12:41Z","2021-05-05T19:12:39Z"
"smk-fap-bcfls","bcgov","bcgov/smk-fap-bcfls","https://github.com/bcgov/smk-fap-bcfls","","BC French Language Services Map - an English language version of the Francophone Affairs' map displaying services that are offered in French throughout the Province.","0","2","443","false","false","false","false","false","true","true","true","true","true","true","2020-11-05T22:19:49Z","2021-05-07T21:54:51Z","2021-05-07T21:56:41Z"
"smk-fap-fcb","bcgov","bcgov/smk-fap-fcb","https://github.com/bcgov/smk-fap-fcb","","la Carte de la francophonie en Colombie-Britannique (French version of BC French Language Services Map)","0","1","699","false","false","false","false","false","true","true","true","true","true","true","2020-11-05T22:21:48Z","2021-05-07T20:40:52Z","2021-05-07T20:42:02Z"
"smk-fap-stcb","bcgov","bcgov/smk-fap-stcb","https://github.com/bcgov/smk-fap-stcb","","Sites touristiques (a French language map displaying tourist sites in BC)","0","3","125","false","false","false","false","false","true","true","true","true","true","true","2020-11-05T22:22:41Z","2021-04-12T22:25:02Z","2021-04-12T22:27:44Z"
"geoserver_build","bcgov","bcgov/geoserver_build","https://github.com/bcgov/geoserver_build","","Track issues around the automated GeoServer build process","0","0","11","false","false","false","false","false","true","true","true","true","true","true","2020-11-06T23:54:00Z","2021-04-19T15:00:47Z","2021-04-19T15:00:44Z"
"EDUC-GRAD-CODE-API","bcgov","bcgov/EDUC-GRAD-CODE-API","https://github.com/bcgov/EDUC-GRAD-CODE-API","","Get Different Code details for GRAD Team","0","0","162","false","false","false","false","false","true","true","true","true","true","true","2020-11-10T18:33:05Z","2021-05-05T19:10:10Z","2021-05-05T19:10:07Z"
"ofi-tools","bcgov","bcgov/ofi-tools","https://github.com/bcgov/ofi-tools","","A repository for OFI-related tools","0","0","166","false","false","false","false","false","true","true","true","true","true","true","2020-11-10T20:00:59Z","2020-12-16T19:10:17Z","2020-12-16T22:16:50Z"
"court-interpreter-scheduling","bcgov","bcgov/court-interpreter-scheduling","https://github.com/bcgov/court-interpreter-scheduling","","Web app for scheduling court interpreters","1","0","1959","false","false","false","false","false","true","true","true","true","false","true","2020-11-12T23:00:03Z","2021-05-07T23:12:35Z","2021-05-07T23:12:32Z"
"tracks","bcgov","bcgov/tracks","https://github.com/bcgov/tracks","","","0","2","2656","false","false","false","false","false","true","true","true","true","true","true","2020-11-12T23:18:25Z","2021-04-22T14:09:21Z","2021-04-22T14:09:18Z"
"tracks-devops","bcgov","bcgov/tracks-devops","https://github.com/bcgov/tracks-devops","","","0","1","42","false","false","false","false","false","true","true","true","true","true","true","2020-11-12T23:18:37Z","2021-01-28T11:22:19Z","2021-01-28T11:22:16Z"
"jag-pci-gateway","bcgov","bcgov/jag-pci-gateway","https://github.com/bcgov/jag-pci-gateway","","","1","0","173","false","false","false","false","false","true","true","true","true","true","true","2020-11-12T23:47:44Z","2021-01-27T19:18:00Z","2021-04-27T18:02:22Z"
"Wetland_Summary","bcgov","bcgov/Wetland_Summary","https://github.com/bcgov/Wetland_Summary","","R code to summarise wetland indicators over a stratum","0","0","24","false","false","false","false","false","true","true","true","true","true","true","2020-11-18T19:17:42Z","2020-11-27T17:58:36Z","2020-11-27T17:58:33Z"
"sbc-maximus-services","bcgov","bcgov/sbc-maximus-services","https://github.com/bcgov/sbc-maximus-services","","Service BC's Maximus services to support webchat, videochat and cobrowse services","0","0","3852","false","false","false","false","false","true","true","true","true","true","true","2020-11-18T20:01:20Z","2021-04-09T05:00:28Z","2021-04-09T05:00:26Z"
"mines-digital-trust","bcgov","bcgov/mines-digital-trust","https://github.com/bcgov/mines-digital-trust","https://bcgov.github.io/mines-digital-trust/","For issuing verified credentials for mines act permits and any related observable data metrics of the mine site. In support of producers of consumer goods who desire to prove the responsible sourcing of mineral resources.","4","2","2522","false","false","false","false","false","true","true","true","true","true","true","2020-11-18T23:19:39Z","2021-05-06T18:00:03Z","2021-05-07T22:25:03Z"
"EDUC-GRAD-GRADUATION-STATUS-API","bcgov","bcgov/EDUC-GRAD-GRADUATION-STATUS-API","https://github.com/bcgov/EDUC-GRAD-GRADUATION-STATUS-API","","This API is to get Graduation Status for GRAD Team","0","0","153","false","false","false","false","false","true","true","true","true","true","true","2020-11-24T08:44:32Z","2021-05-06T17:17:28Z","2021-05-06T17:20:52Z"
"cmip6-BC","bcgov","bcgov/cmip6-BC","https://github.com/bcgov/cmip6-BC","","An app to compare observations and CMIP6 projections for British Columbia","0","3","127414","false","false","false","false","false","true","true","true","true","true","true","2020-11-24T18:46:15Z","2021-03-24T13:09:44Z","2021-04-04T07:11:53Z"
"EDUC-GRAD-GRADUATION-API","bcgov","bcgov/EDUC-GRAD-GRADUATION-API","https://github.com/bcgov/EDUC-GRAD-GRADUATION-API","","API for Algorithm and report control for GRAD Team","0","0","184","false","false","false","false","false","true","true","true","true","true","true","2020-11-25T11:39:31Z","2021-05-07T23:18:28Z","2021-05-07T23:19:16Z"
"EDUC-GRAD-COMMON-API","bcgov","bcgov/EDUC-GRAD-COMMON-API","https://github.com/bcgov/EDUC-GRAD-COMMON-API","","Common Endpoints for Other API Support","0","0","136","false","false","false","false","false","true","true","true","true","true","true","2020-11-25T11:43:38Z","2021-05-06T21:36:36Z","2021-05-06T21:36:34Z"
"moh-bcer","bcgov","bcgov/moh-bcer","https://github.com/bcgov/moh-bcer","","B.C. E-Substance Reporting","1","0","1658","false","false","false","false","false","true","true","true","true","true","true","2020-11-26T18:15:11Z","2021-04-27T20:54:21Z","2021-04-27T20:54:17Z"
"EDUC-SCHOOL-API","bcgov","bcgov/EDUC-SCHOOL-API","https://github.com/bcgov/EDUC-SCHOOL-API","","","1","0","133","false","false","false","false","false","true","true","true","true","true","true","2020-11-27T18:21:03Z","2021-05-03T23:00:57Z","2021-05-03T23:00:54Z"
"SSAF_FFH_Summary","bcgov","bcgov/SSAF_FFH_Summary","https://github.com/bcgov/SSAF_FFH_Summary","","A SSAF product.  A riff on Don Morgan's Wetland Display Box and Whisker Charts ","0","0","127","false","false","false","false","false","true","true","true","true","true","true","2020-11-27T21:59:08Z","2021-04-15T19:23:28Z","2021-04-15T19:23:26Z"
"safepaths","bcgov","bcgov/safepaths","https://github.com/bcgov/safepaths","","An R 📦 to safely set & use a path to a private network","3","0","26","false","false","false","false","false","true","true","true","true","true","true","2020-11-30T23:20:33Z","2020-12-02T00:54:04Z","2020-12-02T00:54:06Z"
"pssg-cscp-cpu","bcgov","bcgov/pssg-cscp-cpu","https://github.com/bcgov/pssg-cscp-cpu","","","0","1","4640","false","false","false","false","false","true","true","true","true","true","true","2020-12-02T18:20:43Z","2021-04-23T17:07:11Z","2021-04-23T17:07:05Z"
"crt","bcgov","bcgov/crt","https://github.com/bcgov/crt","","Capital Rehabilitation Project Tracking","0","5","7463","false","false","false","false","false","true","true","true","true","true","true","2020-12-02T18:37:37Z","2021-04-16T14:12:59Z","2021-05-06T20:44:01Z"
"EDUC-SLD-API","bcgov","bcgov/EDUC-SLD-API","https://github.com/bcgov/EDUC-SLD-API","","","2","0","133","false","false","false","false","false","true","true","true","true","true","true","2020-12-02T20:28:39Z","2021-05-07T00:22:41Z","2021-05-07T00:22:38Z"
"EDUC-PEN-TRAX-API","bcgov","bcgov/EDUC-PEN-TRAX-API","https://github.com/bcgov/EDUC-PEN-TRAX-API","","","1","0","60","false","false","false","false","false","true","true","true","true","true","true","2020-12-03T17:22:22Z","2021-03-25T18:18:21Z","2021-04-06T16:59:07Z"
"jag-lrb-web","bcgov","bcgov/jag-lrb-web","https://github.com/bcgov/jag-lrb-web","","Labour Relations Board Website Rebuild","0","3","77547","false","false","false","false","false","true","true","true","true","true","true","2020-12-04T21:49:50Z","2021-05-06T16:45:48Z","2021-05-06T16:45:45Z"
"NotifyBC","bcgov","bcgov/NotifyBC","https://github.com/bcgov/NotifyBC","https://bcgov.github.io/NotifyBC/","A versatile notification API server","1","5","22979","false","false","false","false","false","true","true","false","true","true","true","2020-12-07T01:31:56Z","2021-05-07T23:10:26Z","2021-05-07T23:34:32Z"
"SIMS","bcgov","bcgov/SIMS","https://github.com/bcgov/SIMS","","Student Information Management System. Post-Secondary Student Financial Aid System","4","0","2609","false","false","false","false","false","true","true","true","true","true","true","2020-12-07T19:59:07Z","2021-05-07T21:08:27Z","2021-05-07T21:46:02Z"
"moh-maid","bcgov","bcgov/moh-maid","https://github.com/bcgov/moh-maid","","Ministry of Health MAID Project","1","1","1144","false","false","false","false","false","true","true","true","true","true","true","2020-12-10T22:22:05Z","2021-04-16T16:17:04Z","2021-05-07T20:54:34Z"
"cas-airflow-upstream","bcgov","bcgov/cas-airflow-upstream","https://github.com/bcgov/cas-airflow-upstream","https://airflow.apache.org/","Apache Airflow - A platform to programmatically author, schedule, and monitor workflows. Fork make by the CAS team to contribute to upstream repo","0","0","103635","true","false","false","false","false","false","true","false","true","true","true","2020-12-14T20:22:33Z","2021-01-05T16:56:11Z","2021-01-21T23:57:40Z"
"climate-disturbances","bcgov","bcgov/climate-disturbances","https://github.com/bcgov/climate-disturbances","","Acquiring, cleaning, summarizing and plotting several climate related disturbances","0","0","420","false","false","false","false","false","true","true","true","true","true","true","2020-12-15T17:04:04Z","2021-04-20T17:23:59Z","2021-04-20T17:23:59Z"
"nr-fom-admin","bcgov","bcgov/nr-fom-admin","https://github.com/bcgov/nr-fom-admin","","FOM - Forests Operational Mapping Project Admin","0","2","2867","false","false","false","false","false","true","true","true","true","true","true","2020-12-17T17:26:05Z","2021-04-30T22:50:34Z","2021-05-07T23:17:44Z"
"aps-portal","bcgov","bcgov/aps-portal","https://github.com/bcgov/aps-portal","","","1","0","6138","false","false","false","false","false","true","true","true","true","true","true","2020-12-17T17:51:53Z","2021-05-05T19:37:04Z","2021-05-07T23:33:09Z"
"nr-fom-public","bcgov","bcgov/nr-fom-public","https://github.com/bcgov/nr-fom-public","","FOM - Forests Operational Mapping Project Public","0","1","6054","false","false","false","false","false","true","true","true","true","true","true","2020-12-17T19:16:24Z","2021-04-30T22:51:59Z","2021-05-06T19:19:50Z"
"nr-fom-api","bcgov","bcgov/nr-fom-api","https://github.com/bcgov/nr-fom-api","","FOM - Forests Operational Mapping Project API","0","2","2879","false","false","false","false","false","true","true","true","true","true","true","2020-12-17T19:16:57Z","2021-04-30T22:49:09Z","2021-05-07T22:42:28Z"
"MOH-AOP-OOP","bcgov","bcgov/MOH-AOP-OOP","https://github.com/bcgov/MOH-AOP-OOP","","Ministry of Health Assignment of Payment and Out of Province Applications","1","0","32025","false","false","false","false","false","true","true","true","true","true","true","2020-12-18T18:33:23Z","2021-05-07T23:01:40Z","2021-05-07T23:01:37Z"
"bc-data-literacy-self-assessment","bcgov","bcgov/bc-data-literacy-self-assessment","https://github.com/bcgov/bc-data-literacy-self-assessment","","","0","0","3077","true","false","false","false","false","false","true","true","true","true","true","2020-12-18T21:11:48Z","2021-02-16T17:23:18Z","2021-01-08T22:55:37Z"
"streamflow-indicator","bcgov","bcgov/streamflow-indicator","https://github.com/bcgov/streamflow-indicator","","R scripts for the development of indicators of long-term trends in streamflow in B.C.","0","0","14","false","false","false","false","false","true","true","true","true","true","true","2020-12-21T16:35:13Z","2020-12-21T18:12:13Z","2020-12-21T17:25:35Z"
