Repository,PackageCount,ProjectCount,ReleaseCount,SubmoduleCount,DeployKeyCount,TopicCount,License,CodeOfConduct
EDUC-PEN-REG-AUTOMATION,0,0,0,0,0,1,Apache License 2.0,
GDX-Analytics-Looker-Maintenance,0,0,0,0,1,4,Apache License 2.0,Contributor Covenant
EDUC-GRAD-STUDENT-API,0,0,0,0,0,4,Apache License 2.0,
EDUC-GRAD-ADMIN,0,0,0,0,0,4,Apache License 2.0,
MOH-MSP-Enrolment,0,0,0,0,0,1,Apache License 2.0,
whse_2_agol,0,1,0,0,0,5,,
EDUC-GRAD-COURSE-API,0,0,0,0,0,3,Apache License 2.0,
issuer-kit-demo-verifier-chat,0,0,0,0,0,0,Apache License 2.0,
MoH-SAT,0,0,18,0,0,1,,
ddm-documents,0,0,0,0,0,2,Apache License 2.0,
BGC3D,0,0,0,0,0,1,Apache License 2.0,
ClimateApp_FLP,0,0,0,0,0,0,Apache License 2.0,
nr-designer-erstudio,0,0,0,0,0,0,Creative Commons Zero v1.0 Universal,
EDUC-GRAD-SANDBOX-REPO,0,0,0,0,0,4,Apache License 2.0,
EDUC-GRAD-ASSESSMENT-API,0,0,0,0,0,3,Apache License 2.0,
von-bc-registries-audit,0,0,0,0,0,6,Apache License 2.0,Contributor Covenant
EDUC-GRAD-PROGRAM-MANAGEMENT-API,0,0,0,0,0,2,Apache License 2.0,
EDUC-GRAD-ALGORITHM-API,0,0,0,0,0,3,Apache License 2.0,
jag-document-utils,0,0,1,0,0,0,Apache License 2.0,
EDUC-GRAD-SCHOOL-API,0,0,0,0,0,2,Apache License 2.0,
patroni-postgres-container,0,0,0,0,0,2,Apache License 2.0,
EDUC-GRAD-PSI-API,0,0,0,0,0,2,Apache License 2.0,
smk-fap-bcfls,1,0,0,0,0,5,Apache License 2.0,Contributor Covenant
smk-fap-fcb,1,0,6,0,0,6,Apache License 2.0,Contributor Covenant
smk-fap-stcb,1,0,0,0,0,6,Apache License 2.0,Contributor Covenant
geoserver_build,0,0,0,0,0,0,,
EDUC-GRAD-CODE-API,0,0,0,0,0,2,Apache License 2.0,
ofi-tools,1,0,1,0,0,1,Apache License 2.0,
court-interpreter-scheduling,0,0,0,0,0,0,,
tracks,0,0,0,0,0,0,Apache License 2.0,
tracks-devops,0,0,0,0,0,0,Apache License 2.0,
jag-pci-gateway,0,0,1,0,0,0,Apache License 2.0,
Wetland_Summary,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
sbc-maximus-services,0,0,0,0,0,0,Apache License 2.0,
mines-digital-trust,0,1,0,0,0,6,Apache License 2.0,Contributor Covenant
EDUC-GRAD-GRADUATION-STATUS-API,0,0,0,0,0,2,Apache License 2.0,
cmip6-BC,0,0,0,0,0,1,Apache License 2.0,
EDUC-GRAD-GRADUATION-API,0,0,0,0,0,2,Apache License 2.0,
EDUC-GRAD-COMMON-API,0,0,0,0,0,2,Apache License 2.0,
moh-bcer,0,0,0,0,0,0,Apache License 2.0,
EDUC-SCHOOL-API,0,0,0,0,0,0,Apache License 2.0,
SSAF_FFH_Summary,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
safepaths,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
pssg-cscp-cpu,0,0,0,0,0,0,Apache License 2.0,
crt,0,0,0,0,0,1,Apache License 2.0,
EDUC-SLD-API,0,0,0,0,0,0,Apache License 2.0,
EDUC-PEN-TRAX-API,0,0,0,0,0,0,Apache License 2.0,
jag-lrb-web,0,0,0,0,0,0,Apache License 2.0,
NotifyBC,0,0,19,0,0,5,Apache License 2.0,
SIMS,0,0,0,0,0,1,Apache License 2.0,
moh-maid,0,0,0,0,0,0,Apache License 2.0,
cas-airflow-upstream,0,0,0,0,0,0,Apache License 2.0,Other
climate-disturbances,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
nr-fom-admin,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
aps-portal,6,0,1,0,0,0,Apache License 2.0,
nr-fom-public,0,0,0,0,0,7,Apache License 2.0,Contributor Covenant
nr-fom-api,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
MOH-AOP-OOP,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
bc-data-literacy-self-assessment,0,0,0,0,0,0,Other,Contributor Covenant
streamflow-indicator,0,0,0,0,0,6,Apache License 2.0,Contributor Covenant
ccsummary-tahltan,0,0,0,0,0,0,Apache License 2.0,
MOH-BCP-Enrolment,0,0,0,0,0,0,Apache License 2.0,
moh-hnclient-v2,0,0,0,0,0,0,Apache License 2.0,
moh-hni-esb,0,0,0,0,0,0,Apache License 2.0,
ccsummary-FLP,0,0,0,0,0,0,Apache License 2.0,
jag-traffic-courts-online,0,0,0,0,0,1,Apache License 2.0,Contributor Covenant
jag-trafficcourts-partner,0,0,0,0,0,0,,
jag-trafficcourts-api,0,0,0,0,0,0,,
rocketchat,0,0,0,0,0,1,Apache License 2.0,
moh-external-api-protocol-mapper,0,0,0,0,0,3,Apache License 2.0,
performance,0,0,0,0,0,0,Apache License 2.0,
citz-imb-sp-aar,0,0,0,0,0,0,Apache License 2.0,
PSP,0,0,0,0,0,0,Apache License 2.0,
MOH-FPC-Enrolment,0,0,0,0,0,0,Apache License 2.0,
startup-sample-project-terraform-modules,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
Wetzinkwa,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
aries-vcr-client,0,0,1,0,0,15,Apache License 2.0,Contributor Covenant
Mautic-Subscription-App,0,0,0,0,0,0,Apache License 2.0,
EDUC-PEN-REPORT-GENERATION-API,0,0,0,0,0,3,Apache License 2.0,
smk-helms,0,0,8,0,0,4,,
orgbook-bc-client,0,0,1,0,0,16,Apache License 2.0,Contributor Covenant
orgbook-on-client,0,0,0,0,0,15,Apache License 2.0,Contributor Covenant
ets-cpf-ea-onboarding,0,0,0,0,0,0,Apache License 2.0,Other
citz-imb-sp-restapi,0,0,0,0,0,0,Apache License 2.0,
transportation-datascience-sandbox,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
smk-actions,0,0,2,0,0,3,Apache License 2.0,
jag-rsbc-nextcloud,0,0,0,0,0,0,Apache License 2.0,
Teams-FAQ-Bot,0,0,0,0,0,4,MIT License,Other
cloud-custodian-policies,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
ppr,0,0,0,0,0,5,Apache License 2.0,
registry-schemas,0,0,3,0,0,4,Apache License 2.0,Contributor Covenant
EDUC-PEN-REPLICATION-API,0,0,0,0,0,3,Apache License 2.0,
material-table,0,0,0,0,0,0,MIT License,Contributor Covenant
aries-vcr-issuer-agency,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
GDX-Analytics-microservice,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
nrm-ea-onboarding,0,0,0,0,0,0,Apache License 2.0,Other
dip-metadata-viewer,0,0,0,0,0,5,Apache License 2.0,Contributor Covenant
bc_dtm_testing,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
court-of-appeal,0,0,0,0,0,2,Apache License 2.0,
nr-rfc-processing,0,0,1,0,0,4,Apache License 2.0,
networkpolicy-migration-workshop,0,0,0,0,0,1,Creative Commons Zero v1.0 Universal,
MOH-IAM-Enrolment,0,0,0,0,0,0,Apache License 2.0,
nr-rfc-ensweather,0,0,5,0,0,4,Apache License 2.0,
representation-grant-app,0,0,0,0,0,1,Apache License 2.0,Contributor Covenant
economic_recovery_indicators,0,0,0,0,0,4,Apache License 2.0,Contributor Covenant
geodock,0,0,0,0,0,0,Apache License 2.0,
Distributed-Leader-ToolKit,0,0,0,0,0,0,Apache License 2.0,
access-to-technology,0,0,0,0,0,4,Apache License 2.0,
Mautic-Openshift,0,0,0,0,0,0,Apache License 2.0,
EDUC-FSA-ILR,0,0,0,0,0,2,Apache License 2.0,
mds-startup-sample-project,0,0,0,0,0,0,Apache License 2.0,Other
citz-imb-sp-gdx-bif,0,0,0,0,0,4,Apache License 2.0,
discover-camping,0,0,0,0,0,0,,
smk-moh-mhsu,0,0,0,0,0,6,Apache License 2.0,
ised-business-banking-initiative,0,0,0,0,0,9,Apache License 2.0,Contributor Covenant
dbutils,0,0,0,0,0,3,Other,
CCISS_ShinyApp,0,0,0,0,0,2,Other,
moh-ldap-service,0,0,0,0,0,3,Apache License 2.0,
eco-info,0,0,0,0,0,0,Apache License 2.0,
EDUC-TRAX-NOTIFICATION-API,0,0,0,0,0,1,Apache License 2.0,
digital_talent,0,0,0,0,0,0,Apache License 2.0,
moh-iam-sf,0,0,0,0,0,0,Apache License 2.0,
SBC-AUTH-Service,0,0,0,0,0,0,Apache License 2.0,
css-job-scheduling,0,0,0,0,0,0,,
EDUC-GRAD-BATCH-GRADUATION-API,0,0,0,0,0,3,Apache License 2.0,
common-lib-vue,0,0,0,0,0,0,Apache License 2.0,
groundwater-level-review-report,0,0,0,0,0,3,Apache License 2.0,Contributor Covenant
identity-kit-configurations,0,0,0,0,0,0,Apache License 2.0,
aps-testing,0,0,0,0,0,0,Apache License 2.0,
jag-github-templates,0,0,0,0,0,0,Apache License 2.0,
BCP-CMS,0,0,0,0,0,10,Apache License 2.0,
platform-services-edb-template,0,0,0,0,0,0,Apache License 2.0,
jag-mail-it,0,0,0,0,0,0,Apache License 2.0,
EDUC-PEN-API-GATEWAY,0,0,0,0,0,0,Apache License 2.0,
mtc-scripts,0,0,0,0,0,1,Apache License 2.0,
mhsu-broker,0,0,14,0,0,0,,
elmsd-workbc-comms,0,0,0,0,0,0,Apache License 2.0,
nr-lidar-viewer,0,0,0,0,0,3,GNU General Public License v3.0,
vue-test-utils-helpers,0,0,0,0,0,1,MIT License,Contributor Covenant
github-optimization,0,1,0,0,0,0,Apache License 2.0,
cas-onboarding,0,0,0,0,0,0,,
platform-services-requestron,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
dts-vc-issuer-service,0,0,0,0,0,6,Apache License 2.0,
platform-services-template,0,0,0,0,0,5,Apache License 2.0,
nr-playbook,0,0,0,0,0,3,,
b2b-credential-manager,0,0,0,0,0,5,Apache License 2.0,
platform-services-archeobot,0,0,0,0,0,5,Apache License 2.0,
cas-payment-interface,0,0,0,0,0,3,,
nr-flnr-ecas-processing,0,0,0,0,0,0,Creative Commons Zero v1.0 Universal,
PECSF,0,0,0,0,0,0,,
cmip6-BC-eval,0,0,0,0,0,2,Apache License 2.0,
bcregistry-sre,0,0,0,0,0,0,Apache License 2.0,Contributor Covenant
jason-test-delete-me,0,0,0,0,0,1,Apache License 2.0,
foi-flow,0,0,0,0,0,0,Apache License 2.0,
EDUC-PEN-CONSUMER-API,0,0,0,0,0,2,Apache License 2.0,
