Repository,Days Open,Issue Count,PR Count,Commit Count,Branch Protection Rule Count,Avg. Issue Count Per Day,Avg. PR Count Per Day,Avg. Commit Count Per Day,Default Branch Name,Languages
AGOL_UsageReport,516,1,1,2,0,0,0,0,master,Jupyter Notebook
bcdevexchange,513,14,81,275,1,0.03,0.16,0.54,master,HTML_CSS_C#_JavaScript_Shell_Dockerfile
MapRobot,512,1,1,2,0,0,0,0,master,Python
eagle-minio-openshift,512,0,2,35,1,0,0,0.07,master,Groovy_Dockerfile_Shell
sae-virtual-display,512,2,24,165,0,0,0.05,0.32,develop,JavaScript_Python_HTML_CSS_Dockerfile_Smarty_HCL_Shell
SBC_DivApps,511,4,96,107,0,0.01,0.19,0.21,master,JavaScript_Java_Python_CSS_Vue_HTML_TypeScript_Dockerfile_SCSS_Groovy
design-research-guide,511,22,6,206,0,0.04,0.01,0.4,master,CSS
smk-tlink,511,161,41,261,1,0.31,0.08,0.51,develop,HTML_JavaScript_Shell_CSS
MPB-regeneration,505,3,2,70,0,0.01,0,0.14,master,R
citz-imb-sp-breadcrumbs,504,2,8,23,0,0,0.02,0.05,main,JavaScript_HTML
BCSC-SS,504,3,331,1492,3,0.01,0.66,2.96,dev,Python_Vue_TypeScript_HTML_Shell_SCSS_Dockerfile_Makefile_JavaScript_Mako
business-create-ui,504,3,195,251,1,0.01,0.39,0.5,main,TypeScript_Vue_Groovy_SCSS_Makefile_JavaScript_HTML_Dockerfile_Shell
citz-imb-sp-vdr,503,2,54,46,0,0,0.11,0.09,main,JavaScript_CSS_HTML_Shell
moose_lch,503,3,2,28,0,0.01,0,0.06,master,HTML
moh-soapui,502,2,1,7,0,0,0,0.01,master,Dockerfile
jag-ceis-crdp-integration,501,2,1,1,0,0,0,0,master,
bcdc2bcdc,499,1,10,139,1,0,0.02,0.28,dev,Python_Dockerfile
bcrs-utilities,499,2,3,4,0,0,0.01,0.01,master,Python_Dockerfile
EDUC-DOCUMENT-API,497,2,2,14,0,0,0,0.03,master,Java
design-system-temporary,496,3,11,9,0,0.01,0.02,0.02,master,JavaScript_HTML
common-service-showcase,496,15,37,99,1,0.03,0.07,0.2,gh-pages,HTML_SCSS_Ruby_Shell
EDUC-COURSE-ACHIEVE-API,495,2,1,5,0,0,0,0.01,master,Java
sbc-search,495,179,41,861,0,0.36,0.08,1.74,main,Python_Vue_TypeScript_JavaScript_Makefile_Dockerfile_Shell_SCSS_HTML_Mako
sdd-nifi,495,2,2,54,0,0,0,0.11,develop,Python_Shell_Dockerfile_JavaScript
bcrs-template-ui,492,2,1,14,0,0,0,0.03,master,Groovy_TypeScript_CSS_Vue_JavaScript_HTML
EDUC-COURSE-ACHIEVEMENT-UI,485,2,11,34,0,0,0.02,0.07,master,Vue_JavaScript_HTML_Dockerfile
zevtesthello,484,2,3,3,0,0,0.01,0.01,master,JavaScript_Groovy_Shell_Dockerfile_Python
diputils,482,13,2,169,0,0.03,0,0.35,master,Python_C++_Shell_R_C_HTML
nr-arch,477,7,5,196,0,0.01,0.01,0.41,master,SCSS_HTML_Ruby_JavaScript
aporeto-demo-project,475,2,4,37,0,0,0.01,0.08,master,
wqg_data,471,87,3,212,0,0.18,0.01,0.45,master,R
maltd,471,3,189,703,0,0.01,0.4,1.49,master,C#_JavaScript_CSS_Dockerfile_HTML_Shell
cap-information,469,2,12,16,1,0,0.03,0.03,master,
rsbc-dmf,468,1,22,12,2,0,0.05,0.03,main,Gherkin
EDUC-curricdrpl,467,2,4,127,0,0,0.01,0.27,master,PHP_Twig_JavaScript_CSS_SCSS_Less_HTML_Shell
devops-credential-issuer,467,7,21,82,1,0.01,0.04,0.18,master,Shell_Groovy_HTML_JavaScript
moh-iam,464,3,4,173,0,0.01,0.01,0.37,master,FreeMarker_Java_CSS_PHP_JavaScript_HTML
GDX-Analytics-Looker-CMSLite-Metadata,463,2,13,49,1,0,0.03,0.11,master,LookML
family-law-act-app,463,1,200,1283,0,0,0.43,2.77,master,HTML_Vue_Python_TypeScript_Shell_SCSS_JavaScript_Dockerfile_Groovy
wps,461,712,234,282,1,1.54,0.51,0.61,main,Python_TypeScript_Shell_Gherkin_Dockerfile_Makefile_HTML_CSS_JavaScript_Mako
hosted-application-logging-performance-aggregation-services,460,2,6,41,1,0,0.01,0.09,master,
common-components-wiki,460,2,43,98,0,0,0.09,0.21,master,Ruby
common-logging,456,2,20,65,1,0,0.04,0.14,master,JavaScript_Groovy
cas-helm,456,2,13,79,0,0,0.03,0.17,master,Smarty_Shell_Dockerfile
openshift-launchpad,456,2,40,7,0,0,0.09,0.02,master,
gwater-report,454,6,4,66,0,0.01,0.01,0.15,master,R
wps-api,454,47,90,90,1,0.1,0.2,0.2,main,Python_Shell_Gherkin_HTML_Makefile_Dockerfile_Mako
wps-web,454,5,171,147,1,0.01,0.38,0.32,main,TypeScript_Shell_JavaScript_Groovy_HTML_CSS_Dockerfile
cap-eagle-traffic-runner,454,2,7,21,0,0,0.02,0.05,master,Shell_Dockerfile
cas-airflow,454,2,66,338,1,0,0.15,0.74,develop,Python_Mustache_Shell_Dockerfile
moh-middleware-test,453,2,2,2,0,0,0,0,master,Java
bcstats_ohcs_craigslist,453,17,1,337,0,0.04,0,0.74,master,Python_C++_C_R_Shell
jag-instrumentation,453,2,20,67,0,0,0.04,0.15,master,Python_PowerShell_Dockerfile
business-schemas,453,2,55,127,1,0,0.12,0.28,master,Python_Makefile_Shell
EDUC-SERVICES-CARD-API,449,2,19,135,0,0,0.04,0.3,master,Java_Shell_Dockerfile
aries-vcr-api-draft,443,1,0,0,0,0,0,0,,
healthgateproxy,442,2,13,72,0,0,0.03,0.16,master,JavaScript
EDUC-PEN-DEMOG-API,441,3,20,158,0,0.01,0.05,0.36,master,Java_Shell_Dockerfile
business-filings-ui,441,2,195,983,1,0,0.44,2.23,main,TypeScript_Vue_Groovy_SCSS_JavaScript_Makefile_HTML_Dockerfile_Shell
RSBC-DataHub-API,440,3,73,572,0,0.01,0.17,1.3,master,Python_HTML_JavaScript_Groovy_TSQL_Dockerfile_Shell
jag-justin-courtlist-api,440,2,7,35,0,0,0.02,0.08,master,Java_XSLT
jag-ecrc,440,2,415,1946,2,0,0.94,4.42,master,JavaScript_Java_CSS_Dockerfile_HTML_Shell
Wetland_SkeenaESI_Monitoring,435,3,3,38,0,0.01,0.01,0.09,master,R
bcsc-sample-client,434,2,3,8,1,0,0.01,0.02,master,Java_HTML_CSS_JavaScript
cloud-adoption-patterns-II,434,3,3,7,0,0.01,0.01,0.02,master,
cloud-pathfinder,434,799,7,44,0,1.84,0.02,0.1,master,HTML_Python_Dockerfile
cloud-pathfinder-business-process,434,207,1,3,0,0.48,0,0.01,master,
python_beginning,433,2,14,42,0,0,0.03,0.1,master,Jupyter Notebook_Python
intro-to-r,432,2,2,52,0,0,0,0.12,master,
dipr,432,6,6,23,0,0.01,0.01,0.05,master,R
metadata-curator,428,2,66,300,1,0,0.15,0.7,develop,JavaScript_Vue_HCL_Shell_Smarty_HTML_Python_Dockerfile_CSS
nr-team-zero,426,2,1,6,0,0,0,0.01,master,
citz-imb-sp-collectionnavigation,425,2,4,8,0,0,0.01,0.02,main,JavaScript_HTML_TypeScript_CSS
openshift-launchpad-fe-vue,425,2,3,7,0,0,0.01,0.02,master,JavaScript_Vue_HTML_Dockerfile_Shell
openshift-launchpad-be-node,425,2,9,6,0,0,0.02,0.01,master,JavaScript_Dockerfile
openshift-launchpad-fe-react,425,2,6,8,0,0,0.01,0.02,master,JavaScript_Dockerfile_HTML_CSS
openshift-launchpad-be-python,425,2,2,6,0,0,0,0.01,master,Python_Dockerfile_Mako
citz-imb-sp-peoplepicker,422,2,3,21,0,0,0.01,0.05,master,JavaScript_CSS_TypeScript_HTML
elucidate,421,2,2,64,0,0,0,0.15,main,R
EDUC-HUB,420,2,2,15,0,0,0,0.04,master,C#_HTML_Shell_CSS_JavaScript
EDUC-PROMETHEUS-GRAFANA,418,2,8,65,0,0,0.02,0.16,master,
openshift-launchpad-deployment,418,2,9,30,1,0,0.02,0.07,master,Makefile_Shell_Dockerfile
helm-charts,415,2,14,303,1,0,0.03,0.73,master,Python_Mustache_Smarty_Shell
EDUC-REPORT-API,414,2,30,78,0,0,0.07,0.19,main,Java
workbc-sdd-map,413,1,1,2,0,0,0,0,master,
a2a-trust-over-ip-configurations,411,2,51,216,0,0,0.12,0.53,master,Shell_Groovy_JavaScript_HTML
citz-imb-sp-batchrestapi,411,2,3,6,0,0,0.01,0.01,master,JavaScript_HTML_CSS
common-components-catalogue,411,2,24,29,0,0,0.06,0.07,master,JavaScript_CSS_Dockerfile_HTML
foi-report-download,411,2,34,139,1,0,0.08,0.34,master,JavaScript_Vue_HTML_Shell
common-services-team-library,408,3,12,43,1,0.01,0.03,0.11,master,JavaScript_Shell_Dockerfile
zeebe-camunda,407,1,1,2,0,0,0,0,master,Java_Go_Groovy_Shell_Scala_HTML_Dockerfile
bcgov-python-presentations,407,2,4,44,0,0,0.01,0.11,master,Jupyter Notebook_HTML_Python_Shell
cloud-guardrails,407,0,1,143,0,0,0,0.35,master,JavaScript
CC_Biodiversity_Refugia,407,2,1,6,0,0,0,0.01,master,R
GDX-Analytics-Looker-FOI,407,2,8,27,1,0,0.02,0.07,master,LookML
platform-services-status,406,5,32,160,0,0.01,0.08,0.39,master,Ruby_HTML
cas-shelf,401,2,23,37,1,0,0.06,0.09,master,Shell_HCL_JavaScript_Makefile_Go_Dockerfile
citz-imb-sp-utilities,400,6,9,130,0,0.01,0.02,0.32,master,JavaScript_CSS
HADF-Overview,400,8,58,293,1,0.02,0.14,0.73,master,Ruby
bctw-api,399,3,5,358,0,0.01,0.01,0.9,master,TypeScript_JavaScript_Dockerfile_Shell
openshift-notifications,398,3,15,9,0,0.01,0.04,0.02,master,JavaScript_Shell_CSS_HTML
bctw-ui,398,3,7,417,0,0.01,0.02,1.05,master,TypeScript_Pug_JavaScript_SCSS_HTML_Shell_CSS
gdx-covid-19-dashboard,397,2,16,39,0,0.01,0.04,0.1,develop,TypeScript_HTML_CSS_Shell_JavaScript_Dockerfile
covid19,395,27,2,5,0,0.07,0.01,0.01,master,
epr,394,24,13,13,1,0.06,0.03,0.03,master,Python_TypeScript_Dockerfile_HTML_Makefile_Shell_CSS
EDUC-RULE-ENGINE-API,393,2,53,103,0,0.01,0.13,0.26,main,Java_Dockerfile
cascade_border_data,393,3,1,15,0,0.01,0,0.04,master,HTML
spa-text-service,392,2,2,14,0,0.01,0.01,0.04,master,JavaScript
common-hosted-form-service,391,2,164,765,1,0.01,0.42,1.95,master,JavaScript_Vue_TypeScript_HTML_Groovy_SCSS_Shell
EDUC-LOAD-TEST,391,2,8,25,0,0.01,0.02,0.06,master,JavaScript
InvasivesBC-iOS,390,6,34,138,0,0.02,0.09,0.35,master,Swift_Shell_Ruby
enhanced-travel-screening,386,4,145,154,1,0.01,0.37,0.4,master,JavaScript_Makefile_Shell_Dockerfile_HTML
bctw-db,386,3,2,40,0,0.01,0.01,0.1,master,PLpgSQL_Dockerfile
ts-rs-modis-snow-perc-norm,386,3,2,17,0,0.01,0.01,0.04,master,R
bcrs-charts,385,2,3,8,0,0.01,0.01,0.02,master,Shell_Smarty
essential-services-delivery,384,9,95,354,1,0.02,0.25,0.92,master,Shell_HTML_Groovy_JavaScript
vc-visual-verifier,381,3,9,31,1,0.01,0.02,0.08,master,Python_Shell_HTML_Dockerfile
dts-esr-demo,380,2,21,34,1,0.01,0.06,0.09,master,Vue_TypeScript_HTML_JavaScript_Dockerfile_SCSS
dts-safe-entry-demo,379,2,16,39,0,0.01,0.04,0.1,master,Vue_TypeScript_Shell_HTML_JavaScript_Dockerfile_SCSS
namex-synonyms-api-py-client,378,3,11,12,0,0.01,0.03,0.03,master,Python_Shell
EDUC-STUDENT-PROFILE-API,378,2,37,151,0,0.01,0.1,0.4,master,Java_Shell_Dockerfile
forum-api,378,2,6,19,0,0.01,0.02,0.05,master,JavaScript_Shell_Dockerfile_HTML
ds-intro-to-r-2-day,378,10,24,288,0,0.03,0.06,0.76,master,R
Foreign-Farm-Workers-Permitting-System,376,0,53,148,1,0,0.14,0.39,master,JavaScript_Makefile_HTML_Shell_Dockerfile
EDUC-STUDENT-PROFILE-EMAIL-API,376,3,23,175,0,0.01,0.06,0.47,master,Java_Shell_Dockerfile
test-123,376,2,1,1,0,0.01,0,0,master,
silviculture-ipc,373,1,115,488,1,0,0.31,1.31,master,JavaScript_Vue_Groovy_HTML_CSS
secure-image-app,373,7,8,780,0,0.02,0.02,2.09,master,Kotlin_Swift_JavaScript_HTML_CSS_Smarty_Shell_Ruby_Dockerfile
EDUC-STUDENT-PROFILE,373,2,89,361,0,0.01,0.24,0.97,master,JavaScript_Vue_Shell_HTML_CSS_Dockerfile
platform-services-registry,372,232,154,715,0,0.62,0.41,1.92,master,HTML_TypeScript_JavaScript_PLpgSQL_Dockerfile_Shell
supreme-court-viewer,369,2,159,755,0,0.01,0.43,2.04,master,C#_Vue_RAML_TypeScript_Shell_SCSS_Dockerfile_JavaScript_HTML
EDUC-STUDENT-PROFILE-SAGA-API,369,3,36,204,0,0.01,0.1,0.55,master,Java_Shell_Dockerfile
bowron-ssn-openstars,365,4,0,5,0,0.01,0,0.01,master,R
servicescard-selfservice,364,4,6,23,1,0.01,0.02,0.06,master,
jag-pcss,363,2,32,78,1,0.01,0.09,0.21,master,Java_Dockerfile
indy-tails-server,363,10,7,48,1,0.03,0.02,0.13,master,Python_Shell
moh-eRx,362,2,37,347,1,0.01,0.1,0.96,dev,C#_JavaScript_Shell_Dockerfile
jag-bcsc-auth-service,362,3,12,39,1,0.01,0.03,0.11,master,Java_Dockerfile
forms-flow-ai,362,0,17,237,0,0,0.05,0.65,master,JavaScript_Python_Java_SCSS_CSS_Shell_HTML_Dockerfile_Mako
supreme-court-viewer-configurations,360,2,11,46,0,0.01,0.03,0.13,master,Shell_Groovy
sdpr-orbeon,359,1,2,6,0,0,0.01,0.02,master,
data-publication,359,5,24,312,0,0.01,0.07,0.87,master,SCSS_Ruby
platform-ops-argo-poc,358,8,5,3,0,0.02,0.01,0.01,master,
dormant-site-reclamation-program,357,2,64,1631,0,0.01,0.18,4.57,develop,Python_JavaScript_Groovy_SCSS_PLpgSQL_Shell_Makefile_Dockerfile_HTML
CITZ-IMB-playbook,356,8,14,203,1,0.02,0.04,0.57,master,SCSS_HTML_Ruby_JavaScript
CITZ-IMB-Capstone2020,356,2,72,269,1,0.01,0.2,0.76,master,JavaScript_Groovy_HTML_CSS_Shell_Dockerfile
moh-fpincome,355,2,76,276,0,0.01,0.21,0.78,master,TypeScript_HTML_SCSS_JavaScript_Dockerfile_Shell
common-forms-toolkit,350,2,168,594,1,0.01,0.48,1.7,master,JavaScript_Vue_HTML_Groovy_Shell_SCSS_Dockerfile
service-analytics-guide,350,2,2,5,0,0.01,0.01,0.01,master,CSS
moh-keycloak-user-management,344,6,60,198,0,0.02,0.17,0.58,master,Java_Vue_JavaScript_CSS_HTML_SCSS_Shell
sae-docs-bridge,343,2,10,3,0,0.01,0.03,0.01,master,JavaScript_Dockerfile_Shell
nr-dell-objectstore_admin,342,1,2,13,0,0,0.01,0.04,master,Python
site-status-checker,341,2,5,34,0,0.01,0.01,0.1,master,Shell
jag-vips-client,341,2,33,66,1,0.01,0.1,0.19,master,Java
EDUC-SERVICES-CARD-SAGA-API,341,1,2,10,0,0,0.01,0.03,master,Java_Shell
startup-sample-project,338,3,41,157,0,0.01,0.12,0.46,master,JavaScript_HCL_Makefile_Shell_PowerShell_Dockerfile_HTML
STUDENTSUCCESS-V2.0,337,2,8,82,0,0.01,0.02,0.24,master,Vue_JavaScript_HTML_Shell
Wetlands_OperationalFactors_SkeenaEastESI,336,1,1,48,0,0,0,0.14,master,Python
violation-dispute-form,335,2,100,1052,0,0.01,0.3,3.14,master,HTML_TypeScript_Python_Shell_SCSS_JavaScript_Dockerfile_Groovy
embc-eaf,335,2,59,171,1,0.01,0.18,0.51,develop,C#_TypeScript_HTML_SCSS_Shell_JavaScript_Dockerfile_Batchfile
s2i-caddy-nodejs,334,2,3,12,0,0.01,0.01,0.04,master,Shell_Dockerfile_Makefile_HTML
containerization-and-cloud-economic-model,331,4,12,15,1,0.01,0.04,0.05,master,Vue_JavaScript_SCSS_Shell_HTML
semantic_infer,330,2,3,27,0,0.01,0.01,0.08,master,JavaScript
jag-rsbc-digital-forms-vips-integration,330,2,126,373,1,0.01,0.38,1.13,master,Java_Gherkin_Shell_Dockerfile
jag-file-submission,327,16,1923,7255,3,0.05,5.88,22.17,master,Java_JavaScript_Gherkin_SCSS_Shell_HTML_Dockerfile_CSS_Ruby
cas-notebooks,323,2,3,2,0,0.01,0.01,0.01,master,Jupyter Notebook_Shell_Makefile
bcregistry,323,2,1,2,0,0.01,0,0.01,main,
IRIS,323,14,1,1,0,0.04,0,0,master,
Protected-Area-Wetland-Assessment-By-Assessment-Area,323,1,1,14,0,0,0,0.04,master,Python
community-air-quality-reports,322,2,1,9,0,0.01,0,0.03,master,R
EDUC-EDNET,320,3,3,92,0,0.01,0.01,0.29,master,CSS_JavaScript_Twig_SCSS_PHP
figma,316,13,2,17,0,0.04,0.01,0.05,master,
labour-force-survey-digest,310,10,8,151,1,0.03,0.03,0.49,master,R
nr-mals,309,2,139,372,0,0.01,0.45,1.2,master,JavaScript_PLpgSQL_Batchfile_SCSS_TypeScript_Shell_HTML_Dockerfile
cloud-iac,307,2,3,3,0,0.01,0.01,0.01,master,HCL
mobile-signing-service,306,17,14,685,0,0.06,0.05,2.24,master,JavaScript_CSS_Groovy_Shell_HTML_Dockerfile
nr-alm-ops,303,1,9,21,0,0,0.03,0.07,master,Shell_JavaScript_Dockerfile_Python_PowerShell_HCL
namex-payment-api-py-client,302,3,2,3,0,0.01,0.01,0.01,dev,Python_Shell
bcwebmaps-options,296,7,21,548,0,0.02,0.07,1.85,master,SCSS_HTML_Ruby_JavaScript
moh-plr-fhir,287,3,1,35,0,0.01,0,0.12,master,GLSL_Batchfile_Shell_CSS_HTML
CIT,285,3,693,2427,1,0.01,2.43,8.51,develop,Python_JavaScript_HCL_CSS_SCSS_Shell_HTML_PowerShell_Dockerfile
moh-hnclient-v2-PoC,285,3,9,49,0,0.01,0.03,0.17,master,Java_Batchfile
react-shared-components,281,15,422,857,2,0.05,1.5,3.05,master,JavaScript_CSS_Shell
EDUC-PEN-REG-BATCH-API,280,3,160,620,0,0.01,0.57,2.21,master,Java_Shell_Dockerfile
spring-boot-starters,279,4,23,99,1,0.01,0.08,0.35,master,Java
Digital-Support-Team-Guidelines,279,4,1,9,0,0.01,0,0.03,master,
tutorials,275,0,1,19654,0,0,0,71.41,master,Java_JavaScript_CSS_HTML_TypeScript_Kotlin_Groovy_AspectJ_Shell_FreeMarker_RAML_ANTLR_TSQL_Scala_Python_Dockerfile_Gherkin_HCL_Batchfile_C++_PLpgSQL_Clojure_Starlark_Smarty_XSLT_Rich Text Format_Thrift_CLIPS_R
EDUC-PEN-MATCH-API,273,3,37,274,0,0.01,0.14,1,master,Java_Shell_Dockerfile
smk-tradebc,271,3,4,2,0,0.01,0.01,0.01,master,
epi.branch.sim,264,8,2,91,0,0.03,0.01,0.34,main,R
Watershed_SkeenaESI_Monitoring,264,3,1,3,0,0.01,0,0.01,master,R
workbc-small-grants,261,3,16,263,0,0.01,0.06,1.01,master,JavaScript_HTML_SCSS
bcdc-smk,261,3,71,223,1,0.01,0.27,0.85,dev,Python_CSS_HTML_Dockerfile_JavaScript
CE_RipDist_AddingFireInsect,260,1,1,33,0,0,0,0.13,master,Python
orgbook-api,260,2,9,82,1,0.01,0.03,0.32,main,
Technology-Code-of-Practice,258,0,1,26,0,0,0,0.1,master,
jag-isb-splunk-chatops,254,3,55,123,2,0.01,0.22,0.48,main,Java_JavaScript_HTML_Dockerfile_CSS_Shell
EDUC-forms,253,3,2,36,0,0.01,0.01,0.14,master,JavaScript_PHP_HTML_Shell
business-edit-ui,251,2,177,457,1,0.01,0.7,1.82,main,TypeScript_Vue_Groovy_SCSS_Makefile_JavaScript_HTML_Dockerfile_Shell
vue-shared-components,251,4,153,245,1,0.02,0.61,0.98,master,Vue_JavaScript_CSS_HTML
smk-cli,251,43,17,242,0,0.17,0.07,0.96,master,JavaScript_HTML_CSS_Shell
gwa-cli,250,6,22,156,1,0.02,0.09,0.62,master,JavaScript_TypeScript
api-serv-gw,247,3,2,1,0,0.01,0.01,0,master,
bcrs-shared-components,246,3,53,171,1,0.01,0.22,0.69,master,TypeScript_Vue_SCSS_JavaScript_CSS
citz-imb-sp-projectIntakeForm,245,3,3,13,0,0.01,0.01,0.05,master,TypeScript_HTML_CSS_JavaScript
agri-nmp-msa,244,3,3,55,0,0.01,0.01,0.23,master,JavaScript_Java_SCSS_Groovy_Shell_HTML
workbc-wage-subsidy,240,3,32,306,0,0.01,0.13,1.27,master,JavaScript_HTML_SCSS
hcap,237,0,350,339,1,0,1.47,1.43,master,JavaScript_Makefile_Shell_Dockerfile_HTML
EDUC-PEN-DEMOG-MIGRATION-API,236,3,6,133,0,0.01,0.03,0.56,master,Java_Shell_Dockerfile
entity-selection-tool,230,3,5,267,0,0.01,0.02,1.16,master,Vue_Groovy_JavaScript_HTML
moh-iam-kong-keycloak,229,0,1,10,0,0,0,0.04,master,Dockerfile
sheriff-scheduling,229,3,94,1141,0,0.01,0.41,4.98,master,C#_Vue_SCSS_TypeScript_Shell_RAML_Dockerfile_JavaScript_HTML
biohubbc,225,6,257,230,3,0.03,1.14,1.02,dev,TypeScript_JavaScript_Shell_Dockerfile_Makefile_PLpgSQL_SCSS_Python_HTML
biohubbc-common-codes,225,4,16,31,3,0.02,0.07,0.14,dev,TypeScript_PLpgSQL_JavaScript_Makefile_Dockerfile_HTML_Shell_CSS
jason-test-123,225,3,1,26,0,0.01,0,0.12,master,
MD10A1_MSLP_LDA,225,3,1,28,0,0.01,0,0.12,master,R_TeX_Python
bcmoh-iam-integration-guide,224,3,1,35,0,0.01,0,0.16,master,Shell
sheriff-scheduling-configurations,223,3,30,102,0,0.01,0.13,0.46,master,Shell_Groovy_Dockerfile
ensemble-app-CMIP5,222,1,1,10,0,0,0,0.04,master,R_CSS_JavaScript
parks-adventure-mobile,222,3,47,234,0,0.01,0.21,1.05,integration,JavaScript
invasivesbc,222,397,317,360,3,1.79,1.43,1.62,dev,TypeScript_JavaScript_Makefile_Shell_Dockerfile_Swift_SCSS_Java_CSS_HTML_Ruby
GDX-Analytics-Looker-DES-Reporting,221,3,11,31,1,0.01,0.05,0.14,master,LookML
moh-iam-kong-plugin,219,3,1,25,0,0.01,0,0.11,master,Lua_Shell
Interactive_topic_modeling,216,3,3,8,0,0.01,0.01,0.04,master,
GCS_update,212,4,2,13,0,0.02,0.01,0.06,main,R
vue-scaffold,212,5,11,82,1,0.02,0.05,0.39,master,JavaScript_Vue_Groovy_SCSS_HTML_Shell
EDUC-MSDYN-COMMON,212,3,1,3,0,0.01,0,0.01,master,
EDUC-PEN-SERVICES-API,211,3,46,207,0,0.01,0.22,0.98,master,Java_Shell_Dockerfile
bcrs-testing,211,3,5,7,0,0.01,0.02,0.03,master,Python_TypeScript_JavaScript_Shell_Makefile
FNDFAS,210,0,2,23,0,0,0.01,0.11,master,R_HTML_CSS
pssg-cscp-vsu,204,3,62,222,0,0.01,0.3,1.09,development,HTML_TypeScript_C#_SCSS_JavaScript_Shell_Groovy_CSS
EDUC-STUDENT-COURSE_API,203,3,54,111,0,0.01,0.27,0.55,main,Java
gwa-api,203,4,22,251,1,0.02,0.11,1.23,dev,Python_Shell_Dockerfile_HTML
EDUC-STUDENT-ASSESSMENT-API,203,3,30,65,0,0.01,0.15,0.32,main,Java
EDUC-GRAD-TOOLS,203,3,12,37,0,0.01,0.06,0.18,main,Java
EDUC-PEN-REG-AUTOMATION,203,3,0,173,0,0.01,0,0.85,main,JavaScript_Dockerfile
GDX-Analytics-Looker-Maintenance,203,3,10,35,1,0.01,0.05,0.17,master,LookML
EDUC-GRAD-STUDENT-API,197,3,82,170,0,0.02,0.42,0.86,main,Java_Dockerfile
EDUC-GRAD-ADMIN,195,3,2,507,0,0.02,0.01,2.6,master,Vue_JavaScript_HTML_CSS_Dockerfile
MOH-MSP-Enrolment,194,3,29,271,0,0.02,0.15,1.4,main,TypeScript_HTML_JavaScript_SCSS_Dockerfile_Shell
whse_2_agol,194,16,2,8,0,0.08,0.01,0.04,main,
EDUC-GRAD-COURSE-API,191,3,36,80,0,0.02,0.19,0.42,main,Java
issuer-kit-demo-verifier-chat,191,6,22,80,1,0.03,0.12,0.42,main,TypeScript_HTML_JavaScript_SCSS_Shell_Groovy_Dockerfile
MoH-SAT,190,3,409,853,1,0.02,2.15,4.48,main,Apex_JavaScript_HTML_CSS_ObjectScript_Batchfile_Shell
ddm-documents,190,3,1,4,0,0.02,0.01,0.02,main,
BGC3D,190,1,1,11,0,0.01,0.01,0.06,main,R_CSS_JavaScript
ClimateApp_FLP,190,1,1,3,0,0.01,0.01,0.02,main,R_CSS_JavaScript
nr-designer-erstudio,189,3,1,5,0,0.02,0.01,0.03,main,Python_Batchfile
EDUC-GRAD-SANDBOX-REPO,188,3,2,18,0,0.02,0.01,0.1,main,Java_Dockerfile
EDUC-GRAD-ASSESSMENT-API,187,3,19,44,0,0.02,0.1,0.23,main,Java
von-bc-registries-audit,183,1,2,4,1,0.01,0.01,0.02,master,Python
EDUC-GRAD-PROGRAM-MANAGEMENT-API,182,3,49,101,0,0.02,0.27,0.55,main,Java
EDUC-GRAD-ALGORITHM-API,181,3,115,211,0,0.02,0.63,1.16,main,Java_Dockerfile
jag-document-utils,180,3,64,197,1,0.02,0.36,1.09,main,Java_Dockerfile
EDUC-GRAD-SCHOOL-API,177,3,38,72,0,0.02,0.21,0.41,main,Java
patroni-postgres-container,177,4,3,19,0,0.02,0.02,0.11,master,Shell_Dockerfile
EDUC-GRAD-PSI-API,174,3,16,30,0,0.02,0.09,0.17,main,Java
smk-fap-bcfls,174,3,13,31,1,0.02,0.07,0.18,dev,HTML_Dockerfile_CSS_JavaScript
smk-fap-fcb,174,3,98,375,0,0.02,0.56,2.15,dev,HTML_Dockerfile_CSS_JavaScript
smk-fap-stcb,174,3,17,29,0,0.02,0.1,0.17,dev,HTML_Dockerfile_CSS_JavaScript
geoserver_build,173,6,2,7,0,0.03,0.01,0.04,main,
EDUC-GRAD-CODE-API,169,3,36,82,0,0.02,0.21,0.48,main,Java
ofi-tools,169,3,10,70,2,0.02,0.06,0.41,dev,CSS_Vue_HTML_Dockerfile_JavaScript_Shell
court-interpreter-scheduling,167,3,120,160,0,0.02,0.72,0.96,dev,TypeScript_Makefile_JavaScript_HCL_Shell_CSS_Dockerfile_HTML
tracks,167,4,12,22,1,0.02,0.07,0.13,main,TypeScript_Go_SCSS_JavaScript_Dockerfile_HTML_Shell
tracks-devops,167,4,2,27,1,0.02,0.01,0.16,main,Shell_Dockerfile
jag-pci-gateway,167,3,67,76,1,0.02,0.4,0.46,main,Java_Dockerfile_Gherkin
Wetland_Summary,161,3,1,3,0,0.02,0.01,0.02,main,R
sbc-maximus-services,161,3,1,50,0,0.02,0.01,0.31,main,JavaScript_Shell
mines-digital-trust,161,4,43,89,2,0.02,0.27,0.55,develop,Java_Vue_Python_JavaScript_Shell_Smarty_Dockerfile_SCSS_Handlebars_HTML
EDUC-GRAD-GRADUATION-STATUS-API,155,3,43,81,0,0.02,0.28,0.52,main,Java
cmip6-BC,155,12,9,60,0,0.08,0.06,0.39,main,HTML_R_CSS_JavaScript
EDUC-GRAD-GRADUATION-API,154,3,62,119,0,0.02,0.4,0.77,main,Java
EDUC-GRAD-COMMON-API,154,3,43,77,0,0.02,0.28,0.5,main,Java
